sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
multiwoz_PMUL2590_turn5,43.50,very_long,streaming,1393.00,1299.64,93.37,
multiwoz_PMUL2590_turn5,43.50,very_long,non-streaming,3330.94,3261.65,69.29,
multiwoz_PMUL2296_turn4,43.66,very_long,streaming,2450.58,2362.20,88.38,
multiwoz_PMUL2296_turn4,43.66,very_long,non-streaming,3495.26,3425.18,70.08,
multiwoz_MUL0023_turn4,43.92,very_long,streaming,1163.02,1070.13,92.88,
multiwoz_MUL0023_turn4,43.92,very_long,non-streaming,3401.05,3311.21,89.84,
multiwoz_PMUL2130_turn4,44.72,very_long,streaming,1092.76,1007.28,85.47,
multiwoz_PMUL2130_turn4,44.72,very_long,non-streaming,3401.09,3331.97,69.12,
multiwoz_MUL1330_turn4,46.49,very_long,streaming,1304.38,1208.09,96.29,
multiwoz_MUL1330_turn4,46.49,very_long,non-streaming,3522.07,3452.02,70.05,
crosswoz_8907_turn4,46.73,very_long,streaming,1459.52,1353.89,105.63,
crosswoz_8907_turn4,46.73,very_long,non-streaming,4084.74,4015.98,68.76,
crosswoz_11613_turn5,46.92,very_long,streaming,1544.40,1453.11,91.28,
crosswoz_11613_turn5,46.92,very_long,non-streaming,4191.70,4123.61,68.09,
crosswoz_10382_turn4,46.93,very_long,streaming,1012.67,926.72,85.95,
crosswoz_10382_turn4,46.93,very_long,non-streaming,4288.07,4217.84,70.23,
multiwoz_PMUL4612_turn5,47.23,very_long,streaming,1427.66,1335.07,92.59,
multiwoz_PMUL4612_turn5,47.23,very_long,non-streaming,3466.23,3396.35,69.88,
multiwoz_PMUL1745_turn5,48.29,very_long,streaming,1233.12,1145.66,87.46,
multiwoz_PMUL1745_turn5,48.29,very_long,non-streaming,3691.88,3611.83,80.06,
multiwoz_PMUL3103_turn5,49.42,very_long,streaming,1197.51,1111.42,86.09,
multiwoz_PMUL3103_turn5,49.42,very_long,non-streaming,4205.50,4135.55,69.94,
crosswoz_7701_turn4,50.77,very_long,streaming,1344.70,1227.94,116.76,
crosswoz_7701_turn4,50.77,very_long,non-streaming,5430.04,5356.58,73.47,
crosswoz_9394_turn4,52.05,very_long,streaming,1134.70,1051.82,82.89,
crosswoz_9394_turn4,52.05,very_long,non-streaming,5352.01,5282.24,69.77,
multiwoz_MUL1215_turn5,52.69,very_long,streaming,1479.92,1390.04,89.89,
multiwoz_MUL1215_turn5,52.69,very_long,non-streaming,3780.20,3701.73,78.47,
crosswoz_8202_turn4,53.14,very_long,streaming,1203.36,1085.26,118.10,
crosswoz_8202_turn4,53.14,very_long,non-streaming,5119.41,5047.59,71.82,
multiwoz_MUL2018_turn5,53.27,very_long,streaming,1230.09,1143.50,86.59,
multiwoz_MUL2018_turn5,53.27,very_long,non-streaming,3882.49,3803.54,78.95,
crosswoz_7652_turn3,53.35,very_long,streaming,1537.57,1450.76,86.80,
crosswoz_7652_turn3,53.35,very_long,non-streaming,5079.52,5000.77,78.75,
crosswoz_9577_turn4,53.42,very_long,streaming,1405.24,1260.39,144.85,
crosswoz_9577_turn4,53.42,very_long,non-streaming,6208.18,6138.16,70.03,
multiwoz_MUL1459_turn5,53.58,very_long,streaming,1256.16,1162.83,93.33,
multiwoz_MUL1459_turn5,53.58,very_long,non-streaming,3856.48,3777.17,79.31,
crosswoz_12011_turn4,53.96,very_long,streaming,1180.92,1095.07,85.85,
crosswoz_12011_turn4,53.96,very_long,non-streaming,4936.60,4857.30,79.29,
multiwoz_PMUL0085_turn5,55.18,very_long,streaming,1270.55,1186.43,84.13,
multiwoz_PMUL0085_turn5,55.18,very_long,non-streaming,4590.22,4511.00,79.23,
multiwoz_PMUL3103_turn6,55.24,very_long,streaming,1678.63,1591.96,86.67,
multiwoz_PMUL3103_turn6,55.24,very_long,non-streaming,3930.56,3849.07,81.49,
crosswoz_10040_turn4,56.44,very_long,streaming,1798.13,1705.79,92.33,
crosswoz_10040_turn4,56.44,very_long,non-streaming,5697.49,5619.21,78.28,
crosswoz_98_turn3,57.17,very_long,streaming,1274.42,1187.74,86.68,
crosswoz_98_turn3,57.17,very_long,non-streaming,5430.41,5351.61,78.80,
crosswoz_12299_turn4,57.30,very_long,streaming,1525.94,1427.24,98.70,
crosswoz_12299_turn4,57.30,very_long,non-streaming,4895.12,4816.71,78.41,
multiwoz_PMUL1745_turn6,57.34,very_long,streaming,1433.18,1347.45,85.73,
multiwoz_PMUL1745_turn6,57.34,very_long,non-streaming,4876.96,4790.70,86.26,
multiwoz_MUL0183_turn5,57.67,very_long,streaming,1365.07,1277.88,87.19,
multiwoz_MUL0183_turn5,57.67,very_long,non-streaming,4812.86,4733.38,79.48,
crosswoz_11406_turn5,57.73,very_long,streaming,1227.76,1141.05,86.71,
crosswoz_11406_turn5,57.73,very_long,non-streaming,6667.43,6588.90,78.53,
crosswoz_10331_turn4,59.61,very_long,streaming,1417.24,1326.13,91.11,
crosswoz_10331_turn4,59.61,very_long,non-streaming,5720.15,5640.89,79.27,
multiwoz_PMUL4031_turn5,59.73,very_long,streaming,1166.31,1079.81,86.50,
multiwoz_PMUL4031_turn5,59.73,very_long,non-streaming,4548.93,4469.69,79.24,
