sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
multiwoz_MUL2157_turn2,18.92,long,non-streaming,1779.86,1734.78,45.09,
multiwoz_MUL1330_turn2,18.99,long,streaming,1799.86,1664.42,135.44,
multiwoz_MUL1330_turn2,18.99,long,non-streaming,1632.10,1573.79,58.31,
crosswoz_497_turn2,19.02,long,streaming,1889.80,1743.42,146.38,
crosswoz_497_turn2,19.02,long,non-streaming,2023.81,1965.33,58.48,
crosswoz_10197_turn2,19.05,long,streaming,2104.33,1941.62,162.71,
crosswoz_10197_turn2,19.05,long,non-streaming,1904.79,1859.91,44.88,
crosswoz_962_turn2,19.21,long,streaming,1399.48,1312.30,87.18,
crosswoz_962_turn2,19.21,long,non-streaming,1824.65,1766.66,57.99,
multiwoz_MUL1003_turn3,19.24,long,streaming,1290.54,1202.35,88.19,
multiwoz_MUL1003_turn3,19.24,long,non-streaming,1653.20,1608.79,44.41,
crosswoz_2228_turn2,19.46,long,streaming,1329.18,1219.85,109.33,
crosswoz_2228_turn2,19.46,long,non-streaming,2027.94,1935.13,92.82,
crosswoz_10574_turn2,19.47,long,streaming,1653.88,1526.85,127.03,
crosswoz_10574_turn2,19.47,long,non-streaming,1963.86,1907.06,56.80,
crosswoz_422_turn2,19.48,long,streaming,1638.64,1552.41,86.23,
crosswoz_422_turn2,19.48,long,non-streaming,1888.71,1841.20,47.51,
multiwoz_MUL0789_turn2,19.52,long,streaming,1262.80,1177.34,85.46,
multiwoz_MUL0789_turn2,19.52,long,non-streaming,1648.83,1592.92,55.91,
multiwoz_PMUL0322_turn3,19.80,long,streaming,1113.01,1028.14,84.87,
multiwoz_PMUL0322_turn3,19.80,long,non-streaming,1742.03,1696.27,45.76,
multiwoz_MUL0711_turn2,19.82,long,streaming,1344.10,1260.38,83.72,
multiwoz_MUL0711_turn2,19.82,long,non-streaming,1542.50,1498.92,43.58,
crosswoz_7196_turn2,19.83,long,streaming,2177.40,2060.46,116.94,
crosswoz_7196_turn2,19.83,long,non-streaming,2134.44,2051.62,82.81,
multiwoz_MUL0666_turn2,19.86,long,streaming,1443.15,1312.73,130.42,
multiwoz_MUL0666_turn2,19.86,long,non-streaming,1685.13,1627.83,57.31,
multiwoz_MUL0641_turn2,20.17,long,streaming,2038.14,1924.82,113.32,
multiwoz_MUL0641_turn2,20.17,long,non-streaming,1783.15,1724.08,59.08,
crosswoz_1101_turn2,20.52,long,streaming,1182.89,1097.29,85.60,
crosswoz_1101_turn2,20.52,long,non-streaming,2091.93,2031.86,60.07,
multiwoz_PMUL0237_turn4,20.55,long,streaming,2057.11,1915.58,141.53,
multiwoz_PMUL0237_turn4,20.55,long,non-streaming,2082.74,2038.31,44.43,
crosswoz_8707_turn2,20.62,long,streaming,2057.36,1937.42,119.94,
crosswoz_8707_turn2,20.62,long,non-streaming,2007.97,1954.41,53.57,
crosswoz_8907_turn2,20.70,long,streaming,2154.60,2008.18,146.43,
crosswoz_8907_turn2,20.70,long,non-streaming,2184.19,2135.81,48.38,
multiwoz_MUL1215_turn2,20.93,long,streaming,1934.48,1788.91,145.57,
multiwoz_MUL1215_turn2,20.93,long,non-streaming,1653.48,1597.20,56.28,
multiwoz_MUL1353_turn2,21.07,long,streaming,1347.52,1265.62,81.90,
multiwoz_MUL1353_turn2,21.07,long,non-streaming,1719.68,1662.13,57.54,
multiwoz_PMUL2590_turn3,21.14,long,streaming,1339.69,1228.66,111.02,
multiwoz_PMUL2590_turn3,21.14,long,non-streaming,1682.15,1625.65,56.49,
crosswoz_11334_turn2,21.25,long,streaming,1670.27,1583.17,87.10,
crosswoz_11334_turn2,21.25,long,non-streaming,2119.42,2068.75,50.67,
crosswoz_10749_turn2,21.50,long,streaming,1610.33,1501.52,108.81,
crosswoz_10749_turn2,21.50,long,non-streaming,2066.28,2020.91,45.37,
multiwoz_PMUL2296_turn2,21.51,long,streaming,1247.42,1161.85,85.57,
multiwoz_PMUL2296_turn2,21.51,long,non-streaming,1735.91,1690.90,45.00,
crosswoz_9577_turn2,21.77,long,streaming,1516.10,1420.78,95.32,
crosswoz_9577_turn2,21.77,long,non-streaming,2215.08,2158.35,56.73,
crosswoz_9173_turn2,22.05,long,streaming,1584.52,1501.33,83.19,
crosswoz_9173_turn2,22.05,long,non-streaming,1963.73,1918.78,44.95,
multiwoz_MUL0176_turn3,22.07,long,streaming,1683.25,1582.67,100.57,
multiwoz_MUL0176_turn3,22.07,long,non-streaming,1816.66,1770.99,45.67,
multiwoz_MUL0084_turn3,22.15,long,streaming,1359.84,1264.09,95.75,
multiwoz_MUL0084_turn3,22.15,long,non-streaming,1918.85,1870.60,48.25,
crosswoz_11730_turn2,22.45,long,streaming,1634.81,1524.79,110.02,
crosswoz_11730_turn2,22.45,long,non-streaming,2108.67,2064.32,44.35,
crosswoz_10331_turn2,22.48,long,streaming,1528.99,1410.02,118.97,
crosswoz_10331_turn2,22.48,long,non-streaming,2048.83,1992.10,56.74,
multiwoz_MUL1332_turn3,22.52,long,streaming,1580.64,1480.22,100.43,
multiwoz_MUL1332_turn3,22.52,long,non-streaming,2222.96,2174.15,48.81,
multiwoz_PMUL1904_turn3,22.54,long,streaming,1322.50,1229.34,93.15,
multiwoz_PMUL1904_turn3,22.54,long,non-streaming,2110.39,2048.20,62.19,
multiwoz_PMUL1745_turn3,22.56,long,streaming,1127.86,1040.14,87.72,
multiwoz_PMUL1745_turn3,22.56,long,non-streaming,1727.37,1682.68,44.69,
multiwoz_MUL2018_turn3,22.81,long,streaming,1250.53,1146.39,104.14,
multiwoz_MUL2018_turn3,22.81,long,non-streaming,1775.29,1730.11,45.18,
crosswoz_98_turn2,22.87,long,streaming,1198.66,1113.52,85.14,
crosswoz_98_turn2,22.87,long,non-streaming,2245.43,2201.27,44.16,
crosswoz_10040_turn2,22.91,long,streaming,1329.35,1243.73,85.62,
