2026/09/01 17:11:58.292, 0, GPU-89fdc65d-bc2d-e313-46a8-533d86822af1, 00000000:13:00.0, NVIDIA GeForce RTX 3090, [N/A], 94.02.26.88.08, 580.105.08, P8, 46, 27.36, 350.00, 210, 210, 405, 24576, 0, 24125, Default
2026/09/01 17:11:58.322, 1, GPU-29bace2a-7059-6401-b95e-315d060675c0, 00000000:8B:00.0, NVIDIA GeForce RTX 3090, [N/A], 94.02.26.88.08, 580.105.08, P8, 31, 22.29, 350.00, 210, 210, 405, 24576, 0, 24125, Default
