sample_id,scope,mode,duration_group,wer,cer,wer_s,wer_d,wer_i,wer_n,cer_s,cer_d,cer_i,cer_n,empty
aishell1_S0037_01,aishell1_speed11,non-streaming,long,0.2268,0.2268,20,1,1,97,20,1,1,97,0
aishell1_S0057_01,aishell1_speed11,streaming,very_long,0.1321,0.1321,12,1,1,106,12,1,1,106,0
aishell1_S0057_01,aishell1_speed11,non-streaming,very_long,0.0472,0.0472,5,0,0,106,5,0,0,106,0
aishell1_S0044_01,aishell1_speed11,streaming,very_long,0.0446,0.0446,5,0,0,112,5,0,0,112,0
aishell1_S0044_01,aishell1_speed11,non-streaming,very_long,0.0536,0.0536,5,1,0,112,5,1,0,112,0
aishell1_S0048_01,aishell1_speed11,streaming,very_long,0.4615,0.4615,34,4,4,91,34,4,4,91,0
aishell1_S0048_01,aishell1_speed11,non-streaming,very_long,0.3846,0.3846,29,2,4,91,29,2,4,91,0
aishell1_S0040_01,aishell1_speed11,streaming,very_long,0.0541,0.0541,6,0,0,111,6,0,0,111,0
aishell1_S0040_01,aishell1_speed11,non-streaming,very_long,0.0450,0.0450,5,0,0,111,5,0,0,111,0
aishell1_S0034_01,aishell1_speed11,streaming,very_long,0.2636,0.2636,22,6,1,110,22,6,1,110,0
aishell1_S0034_01,aishell1_speed11,non-streaming,very_long,0.2364,0.2364,19,6,1,110,19,6,1,110,0
aishell1_S0042_01,aishell1_speed11,streaming,very_long,0.2130,0.2130,15,5,3,108,15,5,3,108,0
aishell1_S0042_01,aishell1_speed11,non-streaming,very_long,0.2037,0.2037,15,5,2,108,15,5,2,108,0
aishell1_S0050_01,aishell1_speed11,streaming,very_long,0.3894,0.3894,35,9,0,113,35,9,0,113,0
aishell1_S0050_01,aishell1_speed11,non-streaming,very_long,0.3009,0.3009,22,12,0,113,22,12,0,113,0
librispeech_1580-141084,librispeech_babble,streaming,long,0.0698,0.0137,2,1,0,43,1,2,0,219,0
librispeech_1580-141084,librispeech_babble,non-streaming,long,0.0233,0.0091,1,0,0,43,1,1,0,219,0
librispeech_1284-1181,librispeech_babble,streaming,long,1.0000,1.0000,0,41,0,41,0,237,0,237,1
librispeech_1284-1181,librispeech_babble,non-streaming,long,0.0244,0.0084,1,0,0,41,0,2,0,237,0
librispeech_1995-1836,librispeech_babble,streaming,long,1.0000,1.0000,0,41,0,41,0,230,0,230,1
librispeech_1995-1836,librispeech_babble,non-streaming,long,0.0488,0.0435,2,0,0,41,0,4,6,230,0
librispeech_1284-1180,librispeech_babble,streaming,long,1.0000,1.0000,0,50,0,50,0,249,0,249,1
librispeech_1284-1180,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,50,0,0,0,249,0
librispeech_1995-1837,librispeech_babble,streaming,long,0.0426,0.0044,1,1,0,47,0,1,0,227,0
librispeech_1995-1837,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,47,0,0,0,227,0
librispeech_121-123852,librispeech_babble,streaming,long,0.1034,0.0180,2,1,0,29,1,2,0,167,0
librispeech_121-123852,librispeech_babble,non-streaming,long,0.0690,0.0060,1,0,1,29,0,0,1,167,0
librispeech_1284-134647,librispeech_babble,streaming,long,0.0417,0.0034,1,1,0,48,0,1,0,291,0
librispeech_1284-134647,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,48,0,0,0,291,0
librispeech_1995-1826,librispeech_babble,streaming,long,0.0741,0.0286,3,1,0,54,3,6,0,315,0
librispeech_1995-1826,librispeech_babble,non-streaming,long,0.0370,0.0254,2,0,0,54,3,5,0,315,0
librispeech_260-123440,librispeech_babble,streaming,long,1.0000,1.0000,0,53,0,53,0,272,0,272,1
librispeech_260-123440,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,53,0,0,0,272,0
librispeech_1188-133604,librispeech_babble,streaming,long,0.0541,0.0045,1,1,0,37,0,1,0,224,0
librispeech_1188-133604,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,37,0,0,0,224,0
librispeech_2300-131720,librispeech_babble,streaming,long,0.0870,0.0560,2,2,0,46,4,11,0,268,0
librispeech_2300-131720,librispeech_babble,non-streaming,long,0.0435,0.0522,1,1,0,46,4,10,0,268,0
librispeech_1320-122617,librispeech_babble,streaming,long,1.0000,1.0000,0,59,0,59,0,344,0,344,1
librispeech_1320-122617,librispeech_babble,non-streaming,long,0.0169,0.0029,1,0,0,59,1,0,0,344,0
librispeech_2830-3979,librispeech_babble,streaming,long,1.0000,1.0000,0,68,0,68,0,364,0,364,1
librispeech_2830-3979,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,68,0,0,0,364,0
librispeech_1221-135767,librispeech_babble,streaming,long,1.0000,1.0000,0,72,0,72,0,396,0,396,1
librispeech_1221-135767,librispeech_babble,non-streaming,long,0.0139,0.0025,1,0,0,72,0,1,0,396,0
librispeech_237-126133,librispeech_babble,streaming,long,1.0000,1.0000,0,75,0,75,0,416,0,416,1
librispeech_237-126133,librispeech_babble,non-streaming,long,0.0000,0.0000,0,0,0,75,0,0,0,416,0
librispeech_6829-68769,librispeech_babble,streaming,very_long,0.0659,0.0295,4,1,1,91,0,10,4,474,0
librispeech_6829-68769,librispeech_babble,non-streaming,very_long,0.0659,0.0485,3,0,3,91,0,9,14,474,0
librispeech_61-70968,librispeech_babble,streaming,very_long,0.0575,0.0072,2,3,0,87,0,3,0,419,0
librispeech_61-70968,librispeech_babble,non-streaming,very_long,0.0000,0.0000,0,0,0,87,0,0,0,419,0
librispeech_5683-32865,librispeech_babble,streaming,very_long,1.0000,1.0000,0,63,0,63,0,365,0,365,1
librispeech_5683-32865,librispeech_babble,non-streaming,very_long,0.0317,0.0055,2,0,0,63,2,0,0,365,0
librispeech_5105-28233,librispeech_babble,streaming,very_long,1.0000,1.0000,0,89,0,89,0,497,0,497,1
librispeech_5105-28233,librispeech_babble,non-streaming,very_long,0.0112,0.0040,1,0,0,89,2,0,0,497,0
librispeech_5105-28240,librispeech_babble,streaming,very_long,0.0805,0.0196,5,1,1,87,5,3,1,460,0
librispeech_5105-28240,librispeech_babble,non-streaming,very_long,0.0575,0.0174,4,0,1,87,5,2,1,460,0
librispeech_3570-5695,librispeech_babble,streaming,very_long,0.0194,0.0017,1,1,0,103,0,1,0,600,0
librispeech_3570-5695,librispeech_babble,non-streaming,very_long,0.0000,0.0000,0,0,0,103,0,0,0,600,0
librispeech_5142-33396,librispeech_babble,streaming,very_long,0.0612,0.0265,5,1,0,98,5,8,0,491,0
librispeech_5142-33396,librispeech_babble,non-streaming,very_long,0.0408,0.0244,4,0,0,98,5,7,0,491,0
librispeech_672-122797,librispeech_babble,streaming,very_long,0.0482,0.0050,2,2,0,83,0,2,0,399,0
librispeech_672-122797,librispeech_babble,non-streaming,very_long,0.0241,0.0025,1,1,0,83,0,1,0,399,0
librispeech_4970-29095,librispeech_babble,streaming,very_long,1.0000,1.0000,0,84,0,84,0,430,0,430,1
librispeech_4970-29095,librispeech_babble,non-streaming,very_long,0.0119,0.0047,1,0,0,84,0,2,0,430,0
librispeech_3570-5696,librispeech_babble,streaming,very_long,0.0455,0.0121,2,2,1,110,2,3,3,663,0
librispeech_3570-5696,librispeech_babble,non-streaming,very_long,0.0273,0.0106,1,1,1,110,2,2,3,663,0
librispeech_5639-40744,librispeech_babble,streaming,very_long,0.0566,0.0083,4,2,0,106,0,4,1,604,0
librispeech_5639-40744,librispeech_babble,non-streaming,very_long,0.0377,0.0066,3,1,0,106,0,3,1,604,0
librispeech_4992-23283,librispeech_babble,streaming,very_long,0.0632,0.0175,5,1,0,95,3,6,0,514,0
librispeech_4992-23283,librispeech_babble,non-streaming,very_long,0.0421,0.0156,4,0,0,95,3,5,0,514,0
librispeech_4992-41806,librispeech_babble,streaming,very_long,0.1034,0.0379,9,3,0,116,8,16,0,633,0
librispeech_4992-41806,librispeech_babble,non-streaming,very_long,0.0862,0.0363,8,2,0,116,8,15,0,633,0
librispeech_4077-13751,librispeech_babble,streaming,very_long,1.0000,1.0000,0,111,0,111,0,654,0,654,1
librispeech_4077-13751,librispeech_babble,non-streaming,very_long,0.0721,0.0596,5,3,0,111,10,29,0,654,0
librispeech_3570-5694,librispeech_babble,streaming,very_long,0.0426,0.0112,4,1,1,141,2,1,6,803,0
librispeech_3570-5694,librispeech_babble,non-streaming,very_long,0.0284,0.0100,3,0,1,141,2,0,6,803,0
librispeech_121-121726,librispeech_clean,streaming,long,0.2000,0.0581,2,2,1,25,0,2,7,155,0
librispeech_121-121726,librispeech_clean,non-streaming,long,0.0800,0.0065,1,1,0,25,0,1,0,155,0
librispeech_1580-141084,librispeech_clean,streaming,long,0.0698,0.0137,2,1,0,43,1,2,0,219,0
librispeech_1580-141084,librispeech_clean,non-streaming,long,0.0233,0.0091,1,0,0,43,1,1,0,219,0
librispeech_1284-1181,librispeech_clean,streaming,long,0.0488,0.0127,1,1,0,41,0,3,0,237,0
librispeech_1284-1181,librispeech_clean,non-streaming,long,0.0244,0.0084,1,0,0,41,0,2,0,237,0
librispeech_1995-1836,librispeech_clean,streaming,long,0.0976,0.0478,3,1,0,41,0,5,6,230,0
librispeech_1995-1836,librispeech_clean,non-streaming,long,0.0488,0.0435,2,0,0,41,0,4,6,230,0
librispeech_121-127105,librispeech_clean,streaming,long,0.0952,0.0082,2,1,1,42,0,1,1,244,0
librispeech_121-127105,librispeech_clean,non-streaming,long,0.0476,0.0041,1,0,1,42,0,0,1,244,0
librispeech_1284-1180,librispeech_clean,streaming,long,0.0600,0.0120,2,1,0,50,1,2,0,249,0
librispeech_1284-1180,librispeech_clean,non-streaming,long,0.0200,0.0080,1,0,0,50,1,1,0,249,0
librispeech_1995-1837,librispeech_clean,streaming,long,0.0426,0.0044,1,1,0,47,0,1,0,227,0
librispeech_1995-1837,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,47,0,0,0,227,0
librispeech_260-123288,librispeech_clean,streaming,long,0.1111,0.0186,3,1,0,36,1,3,0,215,0
librispeech_260-123288,librispeech_clean,non-streaming,long,0.0556,0.0140,2,0,0,36,1,2,0,215,0
librispeech_121-123859,librispeech_clean,streaming,long,0.0811,0.0116,2,1,0,37,0,1,1,172,0
librispeech_121-123859,librispeech_clean,non-streaming,long,0.0270,0.0058,1,0,0,37,0,0,1,172,0
librispeech_121-123852,librispeech_clean,streaming,long,0.1379,0.0120,2,1,1,29,0,1,1,167,0
librispeech_121-123852,librispeech_clean,non-streaming,long,0.0690,0.0060,1,0,1,29,0,0,1,167,0
librispeech_237-134500,librispeech_clean,streaming,long,0.0465,0.0044,1,1,0,43,0,1,0,228,0
librispeech_237-134500,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,43,0,0,0,228,0
librispeech_2830-3980,librispeech_clean,streaming,long,0.0577,0.0154,2,1,0,52,0,4,0,260,0
librispeech_2830-3980,librispeech_clean,non-streaming,long,0.0192,0.0115,1,0,0,52,0,3,0,260,0
librispeech_1284-134647,librispeech_clean,streaming,long,0.0625,0.0344,1,1,1,48,0,1,9,291,0
librispeech_1284-134647,librispeech_clean,non-streaming,long,0.0208,0.0309,0,0,1,48,0,0,9,291,0
librispeech_1580-141083,librispeech_clean,streaming,long,0.0312,0.0029,1,1,0,64,0,1,0,342,0
librispeech_1580-141083,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,64,0,0,0,342,0
librispeech_1089-134691,librispeech_clean,streaming,long,0.0351,0.0035,1,1,0,57,0,1,0,282,0
librispeech_1089-134691,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,57,0,0,0,282,0
librispeech_1995-1826,librispeech_clean,streaming,long,0.0556,0.0063,2,1,0,54,1,1,0,315,0
librispeech_1995-1826,librispeech_clean,non-streaming,long,0.0370,0.0254,2,0,0,54,3,5,0,315,0
librispeech_260-123440,librispeech_clean,streaming,long,0.0377,0.0037,1,1,0,53,0,1,0,272,0
librispeech_260-123440,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,53,0,0,0,272,0
librispeech_1188-133604,librispeech_clean,streaming,long,0.0541,0.0045,1,1,0,37,0,1,0,224,0
librispeech_1188-133604,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,37,0,0,0,224,0
librispeech_2300-131720,librispeech_clean,streaming,long,0.0435,0.0037,1,1,0,46,0,1,0,268,0
librispeech_2300-131720,librispeech_clean,non-streaming,long,0.0435,0.0522,1,1,0,46,4,10,0,268,0
librispeech_260-123286,librispeech_clean,streaming,long,0.0435,0.0405,1,1,0,46,2,8,0,247,0
librispeech_260-123286,librispeech_clean,non-streaming,long,0.0217,0.0364,1,0,0,46,2,7,0,247,0
librispeech_1089-134686,librispeech_clean,streaming,long,0.0926,0.0098,3,2,0,54,0,3,0,306,0
librispeech_1089-134686,librispeech_clean,non-streaming,long,0.0556,0.0065,2,1,0,54,0,2,0,306,0
librispeech_1320-122617,librispeech_clean,streaming,long,0.0508,0.0058,2,1,0,59,1,1,0,344,0
librispeech_1320-122617,librispeech_clean,non-streaming,long,0.0169,0.0029,1,0,0,59,1,0,0,344,0
librispeech_2094-142345,librispeech_clean,streaming,long,0.0816,0.0071,2,2,0,49,0,2,0,280,0
librispeech_2094-142345,librispeech_clean,non-streaming,long,0.0408,0.0036,1,1,0,49,0,1,0,280,0
librispeech_2830-3979,librispeech_clean,streaming,long,0.0294,0.0027,1,1,0,68,0,1,0,364,0
librispeech_2830-3979,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,68,0,0,0,364,0
librispeech_1320-122612,librispeech_clean,streaming,long,0.0282,0.0026,1,1,0,71,0,1,0,385,0
librispeech_1320-122612,librispeech_clean,non-streaming,long,0.0000,0.0000,0,0,0,71,0,0,0,385,0
librispeech_237-134493,librispeech_clean,streaming,long,0.1321,0.0280,3,3,1,53,0,3,5,286,0
librispeech_237-134493,librispeech_clean,non-streaming,long,0.0377,0.0035,1,1,0,53,0,1,0,286,0
librispeech_1221-135767,librispeech_clean,streaming,long,0.0417,0.0051,2,1,0,72,0,2,0,396,0
librispeech_1221-135767,librispeech_clean,non-streaming,long,0.0278,0.0051,2,0,0,72,0,2,0,396,0
librispeech_237-126133,librispeech_clean,streaming,long,0.0267,0.0024,1,1,0,75,0,1,0,416,0
librispeech_237-126133,librispeech_clean,non-streaming,long,0.0133,0.0144,0,0,1,75,0,0,6,416,0
librispeech_2961-960,librispeech_clean,streaming,long,0.0588,0.0069,2,1,0,51,1,1,0,291,0
librispeech_2961-960,librispeech_clean,non-streaming,long,0.0588,0.0447,0,0,3,51,0,0,13,291,0
librispeech_1221-135766,librispeech_clean,streaming,long,0.0353,0.0044,2,1,0,85,0,2,0,458,0
librispeech_1221-135766,librispeech_clean,non-streaming,long,0.0353,0.0044,2,1,0,85,0,2,0,458,0
librispeech_6829-68769,librispeech_clean,streaming,very_long,0.0659,0.0295,4,1,1,91,0,10,4,474,0
librispeech_6829-68769,librispeech_clean,non-streaming,very_long,0.0440,0.0274,3,0,1,91,0,9,4,474,0
librispeech_4446-2275,librispeech_clean,streaming,very_long,0.0337,0.0061,2,1,0,89,1,2,0,494,0
librispeech_4446-2275,librispeech_clean,non-streaming,very_long,0.0112,0.0040,1,0,0,89,1,1,0,494,0
librispeech_4446-2271,librispeech_clean,streaming,very_long,0.0602,0.0063,3,1,1,83,0,2,1,473,0
librispeech_4446-2271,librispeech_clean,non-streaming,very_long,0.0602,0.0085,3,0,2,83,0,0,4,473,0
librispeech_5683-32866,librispeech_clean,streaming,very_long,0.0972,0.0126,4,3,0,72,2,3,0,396,0
librispeech_5683-32866,librispeech_clean,non-streaming,very_long,0.0833,0.0101,4,2,0,72,2,2,0,396,0
librispeech_61-70968,librispeech_clean,streaming,very_long,0.0230,0.0024,1,1,0,87,0,1,0,419,0
librispeech_61-70968,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,87,0,0,0,419,0
librispeech_4507-16021,librispeech_clean,streaming,very_long,0.1458,0.0514,5,1,1,48,2,6,5,253,0
librispeech_4507-16021,librispeech_clean,non-streaming,very_long,0.0417,0.0079,2,0,0,48,2,0,0,253,0
librispeech_5683-32865,librispeech_clean,streaming,very_long,0.0635,0.0082,3,1,0,63,2,1,0,365,0
librispeech_5683-32865,librispeech_clean,non-streaming,very_long,0.0476,0.0082,3,0,0,63,2,0,1,365,0
librispeech_4446-2273,librispeech_clean,streaming,very_long,0.0196,0.0019,1,1,0,102,0,1,0,539,0
librispeech_4446-2273,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,102,0,0,0,539,0
librispeech_61-70970,librispeech_clean,streaming,very_long,0.0625,0.0157,5,1,0,96,3,5,0,508,0
librispeech_61-70970,librispeech_clean,non-streaming,very_long,0.0417,0.0157,3,1,0,96,3,5,0,508,0
librispeech_5105-28233,librispeech_clean,streaming,very_long,0.0337,0.0040,2,1,0,89,1,1,0,497,0
librispeech_5105-28233,librispeech_clean,non-streaming,very_long,0.0112,0.0040,1,0,0,89,2,0,0,497,0
librispeech_5105-28240,librispeech_clean,streaming,very_long,0.0575,0.0152,4,1,0,87,4,3,0,460,0
librispeech_5105-28240,librispeech_clean,non-streaming,very_long,0.0345,0.0109,3,0,0,87,3,2,0,460,0
librispeech_3570-5695,librispeech_clean,streaming,very_long,0.0194,0.0017,1,1,0,103,0,1,0,600,0
librispeech_3570-5695,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,103,0,0,0,600,0
librispeech_3729-6852,librispeech_clean,streaming,very_long,0.0345,0.0065,2,1,0,87,1,1,1,464,0
librispeech_3729-6852,librispeech_clean,non-streaming,very_long,0.0230,0.0043,2,0,0,87,1,0,1,464,0
librispeech_4077-13754,librispeech_clean,streaming,very_long,0.0247,0.0020,1,1,0,81,0,1,0,509,0
librispeech_4077-13754,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,81,0,0,0,509,0
librispeech_3575-170457,librispeech_clean,streaming,very_long,0.0526,0.0105,3,2,0,95,1,3,1,474,0
librispeech_3575-170457,librispeech_clean,non-streaming,very_long,0.0526,0.0148,3,2,0,95,2,4,1,474,0
librispeech_5142-33396,librispeech_clean,streaming,very_long,0.0612,0.0387,3,2,1,98,3,8,8,491,0
librispeech_5142-33396,librispeech_clean,non-streaming,very_long,0.0102,0.0020,1,0,0,98,1,0,0,491,0
librispeech_4992-41797,librispeech_clean,streaming,very_long,0.1474,0.0358,12,2,0,95,2,7,8,475,0
librispeech_4992-41797,librispeech_clean,non-streaming,very_long,0.1474,0.0358,13,1,0,95,2,6,9,475,0
librispeech_672-122797,librispeech_clean,streaming,very_long,0.0241,0.0025,1,1,0,83,0,1,0,399,0
librispeech_672-122797,librispeech_clean,non-streaming,very_long,0.0482,0.0050,2,2,0,83,0,2,0,399,0
librispeech_5142-36377,librispeech_clean,streaming,very_long,0.0357,0.0034,2,2,0,112,0,2,0,587,0
librispeech_5142-36377,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,112,0,0,0,587,0
librispeech_4970-29095,librispeech_clean,streaming,very_long,0.0238,0.0023,1,1,0,84,0,1,0,430,0
librispeech_4970-29095,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,84,0,0,0,430,0
librispeech_5683-32879,librispeech_clean,streaming,very_long,0.0455,0.0128,3,1,0,88,3,2,1,468,0
librispeech_5683-32879,librispeech_clean,non-streaming,very_long,0.0114,0.0043,1,0,0,88,1,0,1,468,0
librispeech_2961-961,librispeech_clean,streaming,very_long,0.0247,0.0023,1,1,0,81,0,1,0,435,0
librispeech_2961-961,librispeech_clean,non-streaming,very_long,0.0000,0.0000,0,0,0,81,0,0,0,435,0
librispeech_3570-5696,librispeech_clean,streaming,very_long,0.0455,0.0090,3,2,0,110,2,3,1,663,0
librispeech_3570-5696,librispeech_clean,non-streaming,very_long,0.0273,0.0075,2,1,0,110,2,2,1,663,0
librispeech_5639-40744,librispeech_clean,streaming,very_long,0.0849,0.0116,6,3,0,106,1,5,1,604,0
librispeech_5639-40744,librispeech_clean,non-streaming,very_long,0.0377,0.0066,3,1,0,106,0,3,1,604,0
librispeech_4992-23283,librispeech_clean,streaming,very_long,0.0526,0.0214,3,1,1,95,7,2,2,514,0
librispeech_4992-23283,librispeech_clean,non-streaming,very_long,0.0211,0.0097,2,0,0,95,1,4,0,514,0
librispeech_5105-28241,librispeech_clean,streaming,very_long,0.0364,0.0031,2,2,0,110,0,2,0,650,0
librispeech_5105-28241,librispeech_clean,non-streaming,very_long,0.0182,0.0015,1,1,0,110,0,1,0,650,0
librispeech_4992-41806,librispeech_clean,streaming,very_long,0.1034,0.0348,9,3,0,116,3,18,1,633,0
librispeech_4992-41806,librispeech_clean,non-streaming,very_long,0.0862,0.0332,8,2,0,116,3,17,1,633,0
librispeech_4970-29093,librispeech_clean,streaming,very_long,0.0270,0.0084,2,1,0,111,0,5,0,592,0
librispeech_4970-29093,librispeech_clean,non-streaming,very_long,0.0270,0.0152,3,0,0,111,3,5,1,592,0
librispeech_4077-13751,librispeech_clean,streaming,very_long,0.0901,0.0612,6,4,0,111,10,30,0,654,0
librispeech_4077-13751,librispeech_clean,non-streaming,very_long,0.0721,0.0596,5,3,0,111,10,29,0,654,0
librispeech_3570-5694,librispeech_clean,streaming,very_long,0.0426,0.0087,5,1,0,141,2,2,3,803,0
librispeech_3570-5694,librispeech_clean,non-streaming,very_long,0.0213,0.0062,3,0,0,141,2,0,3,803,0
librispeech_6829-68771,librispeech_clean,streaming,extra_long,0.0637,0.0174,7,2,1,157,2,12,2,917,0
librispeech_6829-68771,librispeech_clean,non-streaming,extra_long,0.0573,0.0174,7,1,1,157,2,12,2,917,0
librispeech_8230-279154,librispeech_clean,streaming,extra_long,0.0290,0.0153,2,1,1,138,1,1,11,852,0
librispeech_8230-279154,librispeech_clean,non-streaming,extra_long,0.0072,0.0012,1,0,0,138,1,0,0,852,0
librispeech_7176-92135,librispeech_clean,streaming,extra_long,0.0333,0.0076,4,2,0,180,2,5,0,925,0
librispeech_7176-92135,librispeech_clean,non-streaming,extra_long,0.0222,0.0054,3,1,0,180,2,3,0,925,0
librispeech_7729-102255,librispeech_clean,streaming,extra_long,0.0963,0.0649,6,5,2,135,11,32,12,848,0
librispeech_7729-102255,librispeech_clean,non-streaming,extra_long,0.0815,0.0578,6,4,1,135,11,33,5,848,0
librispeech_7127-75946,librispeech_clean,streaming,extra_long,0.0347,0.0043,4,2,0,173,1,3,0,936,0
librispeech_7127-75946,librispeech_clean,non-streaming,extra_long,0.0231,0.0032,3,1,0,173,1,1,1,936,0
librispeech_6930-81414,librispeech_clean,streaming,extra_long,0.0203,0.0027,2,1,0,148,1,1,0,749,0
librispeech_6930-81414,librispeech_clean,non-streaming,extra_long,0.0068,0.0013,1,0,0,148,1,0,0,749,0
librispeech_8224-274384,librispeech_clean,streaming,extra_long,0.0286,0.0081,3,1,0,140,1,4,1,741,0
librispeech_8224-274384,librispeech_clean,non-streaming,extra_long,0.0429,0.0094,3,3,0,140,0,6,1,741,0
librispeech_6930-76324,librispeech_clean,streaming,extra_long,0.0426,0.0141,7,1,0,188,6,8,0,992,0
librispeech_6930-76324,librispeech_clean,non-streaming,extra_long,0.0426,0.0141,7,1,0,188,6,8,0,992,0
librispeech_8224-274381,librispeech_clean,streaming,extra_long,0.0320,0.0195,2,2,0,125,2,13,0,771,0
librispeech_8224-274381,librispeech_clean,non-streaming,extra_long,0.0080,0.0013,1,0,0,125,1,0,0,771,0
librispeech_7021-85628,librispeech_clean,streaming,extra_long,0.0390,0.0039,3,3,0,154,0,3,0,761,0
librispeech_7021-85628,librispeech_clean,non-streaming,extra_long,0.0260,0.0026,2,2,0,154,0,2,0,761,0
librispeech_7021-79730,librispeech_clean,streaming,extra_long,0.0839,0.0197,9,3,0,143,8,8,0,814,0
librispeech_7021-79730,librispeech_clean,non-streaming,extra_long,0.0490,0.0074,5,2,0,143,0,6,0,814,0
librispeech_7176-88083,librispeech_clean,streaming,extra_long,0.0372,0.0039,4,3,0,188,0,4,0,1024,0
librispeech_7176-88083,librispeech_clean,non-streaming,extra_long,0.0266,0.0029,3,2,0,188,0,3,0,1024,0
librispeech_6930-75918,librispeech_clean,streaming,extra_long,0.0158,0.0037,2,1,0,190,0,4,0,1071,0
librispeech_6930-75918,librispeech_clean,non-streaming,extra_long,0.0053,0.0028,1,0,0,190,0,3,0,1071,0
librispeech_7021-79740,librispeech_clean,streaming,extra_long,0.0395,0.0064,5,1,1,177,1,3,2,936,0
librispeech_7021-79740,librispeech_clean,non-streaming,extra_long,0.0113,0.0075,1,0,1,177,1,0,6,936,0
librispeech_7127-75947,librispeech_clean,streaming,extra_long,0.0169,0.0029,2,1,0,178,2,1,0,1029,0
librispeech_7127-75947,librispeech_clean,non-streaming,extra_long,0.0169,0.0029,2,1,0,178,2,1,0,1029,0
librispeech_121-121726,librispeech_snr10,streaming,long,0.2000,0.0581,2,2,1,25,0,2,7,155,0
librispeech_121-121726,librispeech_snr10,non-streaming,long,0.1200,0.0645,1,2,0,25,0,10,0,155,0
librispeech_1284-1181,librispeech_snr10,streaming,long,0.0732,0.0169,2,1,0,41,1,3,0,237,0
librispeech_1284-1181,librispeech_snr10,non-streaming,long,0.0488,0.0127,2,0,0,41,1,2,0,237,0
librispeech_1995-1836,librispeech_snr10,streaming,long,0.0976,0.0478,3,1,0,41,0,5,6,230,0
librispeech_1995-1836,librispeech_snr10,non-streaming,long,0.0488,0.0435,2,0,0,41,0,4,6,230,0
librispeech_1284-1180,librispeech_snr10,streaming,long,0.0600,0.0120,2,1,0,50,1,2,0,249,0
librispeech_1284-1180,librispeech_snr10,non-streaming,long,0.0200,0.0080,1,0,0,50,1,1,0,249,0
librispeech_1995-1837,librispeech_snr10,streaming,long,0.0426,0.0044,1,1,0,47,0,1,0,227,0
librispeech_1995-1837,librispeech_snr10,non-streaming,long,0.0000,0.0000,0,0,0,47,0,0,0,227,0
librispeech_121-123852,librispeech_snr10,streaming,long,0.1379,0.0120,2,1,1,29,0,1,1,167,0
librispeech_121-123852,librispeech_snr10,non-streaming,long,0.0690,0.0060,1,0,1,29,0,0,1,167,0
librispeech_237-134500,librispeech_snr10,streaming,long,0.0465,0.0044,1,1,0,43,0,1,0,228,0
librispeech_237-134500,librispeech_snr10,non-streaming,long,0.0000,0.0000,0,0,0,43,0,0,0,228,0
librispeech_1284-134647,librispeech_snr10,streaming,long,0.0417,0.0034,1,1,0,48,1,0,0,291,0
librispeech_1284-134647,librispeech_snr10,non-streaming,long,0.0208,0.0034,1,0,0,48,0,0,1,291,0
librispeech_1995-1826,librispeech_snr10,streaming,long,0.0741,0.0286,3,1,0,54,3,6,0,315,0
librispeech_1995-1826,librispeech_snr10,non-streaming,long,0.0370,0.0254,2,0,0,54,3,5,0,315,0
librispeech_260-123440,librispeech_snr10,streaming,long,0.0377,0.0037,1,1,0,53,0,1,0,272,0
librispeech_260-123440,librispeech_snr10,non-streaming,long,0.0000,0.0000,0,0,0,53,0,0,0,272,0
librispeech_1188-133604,librispeech_snr10,streaming,long,0.0541,0.0045,1,1,0,37,0,1,0,224,0
librispeech_1188-133604,librispeech_snr10,non-streaming,long,0.0000,0.0000,0,0,0,37,0,0,0,224,0
librispeech_1089-134686,librispeech_snr10,streaming,long,0.0926,0.0196,4,1,0,54,2,4,0,306,0
librispeech_1089-134686,librispeech_snr10,non-streaming,long,0.0556,0.0065,2,1,0,54,0,2,0,306,0
librispeech_1320-122612,librispeech_snr10,streaming,long,0.0282,0.0026,1,1,0,71,0,1,0,385,0
librispeech_1320-122612,librispeech_snr10,non-streaming,long,0.0000,0.0000,0,0,0,71,0,0,0,385,0
librispeech_237-126133,librispeech_snr10,streaming,long,0.0267,0.0024,1,1,0,75,0,1,0,416,0
