sample_id,scope,mode,duration_group,wer,cer,wer_s,wer_d,wer_i,wer_n,cer_s,cer_d,cer_i,cer_n,empty
aishell1_S0047_01,aishell1_snr10,streaming,very_long,0.0123,0.0123,1,0,0,81,1,0,0,81,0
aishell1_S0047_01,aishell1_snr10,non-streaming,very_long,0.0370,0.0370,3,0,0,81,3,0,0,81,0
aishell1_S0039_01,aishell1_snr10,streaming,very_long,0.0667,0.0667,6,0,0,90,6,0,0,90,0
aishell1_S0039_01,aishell1_snr10,non-streaming,very_long,0.0556,0.0556,5,0,0,90,5,0,0,90,0
aishell1_S0049_01,aishell1_snr10,streaming,very_long,0.3173,0.3173,27,6,0,104,27,6,0,104,0
aishell1_S0049_01,aishell1_snr10,non-streaming,very_long,0.2596,0.2596,22,5,0,104,22,5,0,104,0
aishell1_S0054_01,aishell1_snr10,streaming,very_long,0.0345,0.0345,3,0,0,87,3,0,0,87,0
aishell1_S0054_01,aishell1_snr10,non-streaming,very_long,0.0000,0.0000,0,0,0,87,0,0,0,87,0
aishell1_S0046_01,aishell1_snr10,streaming,very_long,0.2198,0.2198,17,3,0,91,17,3,0,91,0
aishell1_S0046_01,aishell1_snr10,non-streaming,very_long,0.1978,0.1978,15,3,0,91,15,3,0,91,0
aishell1_S0038_01,aishell1_snr10,streaming,very_long,0.3750,0.3750,14,16,3,88,14,16,3,88,0
aishell1_S0038_01,aishell1_snr10,non-streaming,very_long,0.2386,0.2386,18,0,3,88,18,0,3,88,0
aishell1_S0061_01,aishell1_snr10,streaming,very_long,0.1494,0.1494,11,0,2,87,11,0,2,87,0
aishell1_S0061_01,aishell1_snr10,non-streaming,very_long,0.0920,0.0920,8,0,0,87,8,0,0,87,0
aishell1_S0057_01,aishell1_snr10,streaming,very_long,0.0189,0.0189,2,0,0,106,2,0,0,106,0
aishell1_S0057_01,aishell1_snr10,non-streaming,very_long,0.0189,0.0189,2,0,0,106,2,0,0,106,0
aishell1_S0056_01,aishell1_snr10,streaming,very_long,0.1287,0.1287,7,5,1,101,7,5,1,101,0
aishell1_S0056_01,aishell1_snr10,non-streaming,very_long,0.1287,0.1287,7,5,1,101,7,5,1,101,0
aishell1_S0032_01,aishell1_snr10,streaming,very_long,0.0561,0.0561,6,0,0,107,6,0,0,107,0
aishell1_S0032_01,aishell1_snr10,non-streaming,very_long,0.0280,0.0280,3,0,0,107,3,0,0,107,0
aishell1_S0048_01,aishell1_snr10,streaming,very_long,0.3516,0.3516,25,4,3,91,25,4,3,91,0
aishell1_S0048_01,aishell1_snr10,non-streaming,very_long,0.2857,0.2857,20,3,3,91,20,3,3,91,0
aishell1_S0042_01,aishell1_snr10,streaming,very_long,0.2315,0.2315,18,5,2,108,18,5,2,108,0
aishell1_S0042_01,aishell1_snr10,non-streaming,very_long,0.2130,0.2130,16,5,2,108,16,5,2,108,0
aishell1_S0004_01,aishell1_snr15,streaming,long,0.0000,0.0000,0,0,0,54,0,0,0,54,0
aishell1_S0004_01,aishell1_snr15,non-streaming,long,0.0000,0.0000,0,0,0,54,0,0,0,54,0
aishell1_S0009_01,aishell1_snr15,streaming,long,0.0698,0.0698,3,0,0,43,3,0,0,43,0
aishell1_S0009_01,aishell1_snr15,non-streaming,long,0.0698,0.0698,3,0,0,43,3,0,0,43,0
aishell1_S0023_01,aishell1_snr15,streaming,long,0.2667,0.2667,7,5,0,45,7,5,0,45,0
aishell1_S0023_01,aishell1_snr15,non-streaming,long,0.2667,0.2667,7,5,0,45,7,5,0,45,0
aishell1_S0013_01,aishell1_snr15,streaming,long,0.1250,0.1250,6,0,0,48,6,0,0,48,0
aishell1_S0013_01,aishell1_snr15,non-streaming,long,0.1250,0.1250,6,0,0,48,6,0,0,48,0
aishell1_S0002_01,aishell1_snr15,streaming,long,0.1591,0.1591,6,0,1,44,6,0,1,44,0
aishell1_S0002_01,aishell1_snr15,non-streaming,long,0.1364,0.1364,5,0,1,44,5,0,1,44,0
aishell1_S0020_01,aishell1_snr15,streaming,long,0.1875,0.1875,8,1,0,48,8,1,0,48,0
aishell1_S0020_01,aishell1_snr15,non-streaming,long,0.1667,0.1667,7,1,0,48,7,1,0,48,0
aishell1_S0028_01,aishell1_snr15,streaming,long,0.0488,0.0488,2,0,0,41,2,0,0,41,0
aishell1_S0028_01,aishell1_snr15,non-streaming,long,0.0244,0.0244,1,0,0,41,1,0,0,41,0
aishell1_S0027_01,aishell1_snr15,streaming,long,0.0476,0.0476,2,0,0,42,2,0,0,42,0
aishell1_S0027_01,aishell1_snr15,non-streaming,long,0.0238,0.0238,1,0,0,42,1,0,0,42,0
aishell1_S0018_01,aishell1_snr15,streaming,long,0.0556,0.0556,3,0,0,54,3,0,0,54,0
aishell1_S0018_01,aishell1_snr15,non-streaming,long,0.0741,0.0741,4,0,0,54,4,0,0,54,0
aishell1_S0021_01,aishell1_snr15,streaming,long,0.0784,0.0784,3,0,1,51,3,0,1,51,0
aishell1_S0021_01,aishell1_snr15,non-streaming,long,0.0588,0.0588,3,0,0,51,3,0,0,51,0
aishell1_S0010_01,aishell1_snr15,streaming,long,0.0000,0.0000,0,0,0,55,0,0,0,55,0
aishell1_S0010_01,aishell1_snr15,non-streaming,long,0.0000,0.0000,0,0,0,55,0,0,0,55,0
aishell1_S0022_01,aishell1_snr15,streaming,long,0.1818,0.1818,11,1,0,66,11,1,0,66,0
aishell1_S0022_01,aishell1_snr15,non-streaming,long,0.1818,0.1818,11,1,0,66,11,1,0,66,0
aishell1_S0012_01,aishell1_snr15,streaming,long,0.0877,0.0877,5,0,0,57,5,0,0,57,0
aishell1_S0012_01,aishell1_snr15,non-streaming,long,0.0702,0.0702,4,0,0,57,4,0,0,57,0
aishell1_S0031_01,aishell1_snr15,streaming,long,0.0167,0.0167,1,0,0,60,1,0,0,60,0
aishell1_S0031_01,aishell1_snr15,non-streaming,long,0.0167,0.0167,1,0,0,60,1,0,0,60,0
aishell1_S0003_01,aishell1_snr15,streaming,long,0.0469,0.0469,3,0,0,64,3,0,0,64,0
aishell1_S0003_01,aishell1_snr15,non-streaming,long,0.0625,0.0625,4,0,0,64,4,0,0,64,0
aishell1_S0041_01,aishell1_snr15,streaming,very_long,0.0632,0.0632,3,3,0,95,3,3,0,95,0
aishell1_S0041_01,aishell1_snr15,non-streaming,very_long,0.1579,0.1579,3,3,9,95,3,3,9,95,0
aishell1_S0036_01,aishell1_snr15,streaming,very_long,0.1136,0.1136,10,0,0,88,10,0,0,88,0
aishell1_S0036_01,aishell1_snr15,non-streaming,very_long,0.1023,0.1023,9,0,0,88,9,0,0,88,0
aishell1_S0059_01,aishell1_snr15,streaming,very_long,0.2804,0.2804,27,3,0,107,27,3,0,107,0
aishell1_S0059_01,aishell1_snr15,non-streaming,very_long,0.2710,0.2710,27,2,0,107,27,2,0,107,0
aishell1_S0035_01,aishell1_snr15,streaming,very_long,0.0220,0.0220,2,0,0,91,2,0,0,91,0
aishell1_S0035_01,aishell1_snr15,non-streaming,very_long,0.0220,0.0220,2,0,0,91,2,0,0,91,0
aishell1_S0045_01,aishell1_snr15,streaming,very_long,0.1772,0.1772,11,3,0,79,11,3,0,79,0
aishell1_S0045_01,aishell1_snr15,non-streaming,very_long,0.1519,0.1519,9,3,0,79,9,3,0,79,0
aishell1_S0054_01,aishell1_snr15,streaming,very_long,0.0575,0.0575,5,0,0,87,5,0,0,87,0
aishell1_S0054_01,aishell1_snr15,non-streaming,very_long,0.0000,0.0000,0,0,0,87,0,0,0,87,0
aishell1_S0046_01,aishell1_snr15,streaming,very_long,0.2198,0.2198,17,3,0,91,17,3,0,91,0
aishell1_S0046_01,aishell1_snr15,non-streaming,very_long,0.1868,0.1868,14,3,0,91,14,3,0,91,0
aishell1_S0058_01,aishell1_snr15,streaming,very_long,0.1237,0.1237,12,0,0,97,12,0,0,97,0
aishell1_S0058_01,aishell1_snr15,non-streaming,very_long,0.1237,0.1237,12,0,0,97,12,0,0,97,0
aishell1_S0055_01,aishell1_snr15,streaming,very_long,0.0000,0.0000,0,0,0,95,0,0,0,95,0
aishell1_S0055_01,aishell1_snr15,non-streaming,very_long,0.0000,0.0000,0,0,0,95,0,0,0,95,0
aishell1_S0057_01,aishell1_snr15,streaming,very_long,0.0094,0.0094,1,0,0,106,1,0,0,106,0
aishell1_S0057_01,aishell1_snr15,non-streaming,very_long,0.0094,0.0094,1,0,0,106,1,0,0,106,0
aishell1_S0048_01,aishell1_snr15,streaming,very_long,0.2637,0.2637,20,4,0,91,20,4,0,91,0
aishell1_S0048_01,aishell1_snr15,non-streaming,very_long,0.3077,0.3077,23,3,2,91,23,3,2,91,0
aishell1_S0040_01,aishell1_snr15,streaming,very_long,0.0360,0.0360,4,0,0,111,4,0,0,111,0
aishell1_S0040_01,aishell1_snr15,non-streaming,very_long,0.0270,0.0270,3,0,0,111,3,0,0,111,0
aishell1_S0034_01,aishell1_snr15,streaming,very_long,0.2273,0.2273,18,6,1,110,18,6,1,110,0
aishell1_S0034_01,aishell1_snr15,non-streaming,very_long,0.2091,0.2091,16,6,1,110,16,6,1,110,0
aishell1_S0053_01,aishell1_snr15,streaming,very_long,0.1087,0.1087,9,0,1,92,9,0,1,92,0
aishell1_S0053_01,aishell1_snr15,non-streaming,very_long,0.0978,0.0978,8,0,1,92,8,0,1,92,0
aishell1_S0050_01,aishell1_snr15,streaming,very_long,0.2566,0.2566,21,8,0,113,21,8,0,113,0
aishell1_S0050_01,aishell1_snr15,non-streaming,very_long,0.2478,0.2478,17,11,0,113,17,11,0,113,0
aishell1_S0004_01,aishell1_snr20,streaming,long,0.0000,0.0000,0,0,0,54,0,0,0,54,0
aishell1_S0004_01,aishell1_snr20,non-streaming,long,0.0000,0.0000,0,0,0,54,0,0,0,54,0
aishell1_S0023_01,aishell1_snr20,streaming,long,0.2444,0.2444,6,5,0,45,6,5,0,45,0
aishell1_S0023_01,aishell1_snr20,non-streaming,long,0.2444,0.2444,6,5,0,45,6,5,0,45,0
aishell1_S0025_01,aishell1_snr20,streaming,long,0.0465,0.0465,1,0,1,43,1,0,1,43,0
aishell1_S0025_01,aishell1_snr20,non-streaming,long,0.0000,0.0000,0,0,0,43,0,0,0,43,0
aishell1_S0028_01,aishell1_snr20,streaming,long,0.0488,0.0488,2,0,0,41,2,0,0,41,0
aishell1_S0028_01,aishell1_snr20,non-streaming,long,0.0244,0.0244,1,0,0,41,1,0,0,41,0
aishell1_S0027_01,aishell1_snr20,streaming,long,0.0238,0.0238,1,0,0,42,1,0,0,42,0
aishell1_S0027_01,aishell1_snr20,non-streaming,long,0.0238,0.0238,1,0,0,42,1,0,0,42,0
aishell1_S0018_01,aishell1_snr20,streaming,long,0.0556,0.0556,3,0,0,54,3,0,0,54,0
aishell1_S0018_01,aishell1_snr20,non-streaming,long,0.0556,0.0556,3,0,0,54,3,0,0,54,0
aishell1_S0026_01,aishell1_snr20,streaming,long,0.2462,0.2462,10,6,0,65,10,6,0,65,0
aishell1_S0026_01,aishell1_snr20,non-streaming,long,0.2462,0.2462,10,6,0,65,10,6,0,65,0
aishell1_S0006_01,aishell1_snr20,streaming,long,0.4528,0.4528,13,11,0,53,13,11,0,53,0
aishell1_S0006_01,aishell1_snr20,non-streaming,long,0.5283,0.5283,13,15,0,53,13,15,0,53,0
aishell1_S0019_01,aishell1_snr20,streaming,long,0.0370,0.0370,2,0,0,54,2,0,0,54,0
aishell1_S0019_01,aishell1_snr20,non-streaming,long,0.0370,0.0370,2,0,0,54,2,0,0,54,0
aishell1_S0030_01,aishell1_snr20,streaming,long,0.0784,0.0784,4,0,0,51,4,0,0,51,0
aishell1_S0030_01,aishell1_snr20,non-streaming,long,0.0980,0.0980,5,0,0,51,5,0,0,51,0
aishell1_S0024_01,aishell1_snr20,streaming,long,0.0328,0.0328,2,0,0,61,2,0,0,61,0
aishell1_S0024_01,aishell1_snr20,non-streaming,long,0.0492,0.0492,3,0,0,61,3,0,0,61,0
aishell1_S0015_01,aishell1_snr20,streaming,long,0.0893,0.0893,5,0,0,56,5,0,0,56,0
aishell1_S0015_01,aishell1_snr20,non-streaming,long,0.0893,0.0893,5,0,0,56,5,0,0,56,0
aishell1_S0022_01,aishell1_snr20,streaming,long,0.2121,0.2121,13,1,0,66,13,1,0,66,0
aishell1_S0022_01,aishell1_snr20,non-streaming,long,0.1818,0.1818,11,1,0,66,11,1,0,66,0
aishell1_S0031_01,aishell1_snr20,streaming,long,0.0333,0.0333,2,0,0,60,2,0,0,60,0
aishell1_S0031_01,aishell1_snr20,non-streaming,long,0.0167,0.0167,1,0,0,60,1,0,0,60,0
aishell1_S0007_01,aishell1_snr20,streaming,long,0.0755,0.0755,4,0,0,53,4,0,0,53,0
aishell1_S0007_01,aishell1_snr20,non-streaming,long,0.0755,0.0755,4,0,0,53,4,0,0,53,0
aishell1_S0041_01,aishell1_snr20,streaming,very_long,0.0737,0.0737,3,3,1,95,3,3,1,95,0
aishell1_S0041_01,aishell1_snr20,non-streaming,very_long,0.1368,0.1368,3,3,7,95,3,3,7,95,0
aishell1_S0036_01,aishell1_snr20,streaming,very_long,0.1136,0.1136,10,0,0,88,10,0,0,88,0
aishell1_S0036_01,aishell1_snr20,non-streaming,very_long,0.1023,0.1023,9,0,0,88,9,0,0,88,0
aishell1_S0059_01,aishell1_snr20,streaming,very_long,0.2804,0.2804,27,3,0,107,27,3,0,107,0
aishell1_S0059_01,aishell1_snr20,non-streaming,very_long,0.2710,0.2710,27,2,0,107,27,2,0,107,0
aishell1_S0060_01,aishell1_snr20,streaming,very_long,0.2174,0.2174,12,8,0,92,12,8,0,92,0
aishell1_S0060_01,aishell1_snr20,non-streaming,very_long,0.2174,0.2174,12,8,0,92,12,8,0,92,0
aishell1_S0035_01,aishell1_snr20,streaming,very_long,0.0220,0.0220,2,0,0,91,2,0,0,91,0
aishell1_S0035_01,aishell1_snr20,non-streaming,very_long,0.0000,0.0000,0,0,0,91,0,0,0,91,0
aishell1_S0051_01,aishell1_snr20,streaming,very_long,0.2874,0.2874,17,8,0,87,17,8,0,87,0
aishell1_S0051_01,aishell1_snr20,non-streaming,very_long,0.2759,0.2759,16,8,0,87,16,8,0,87,0
aishell1_S0052_01,aishell1_snr20,streaming,very_long,0.0723,0.0723,6,0,0,83,6,0,0,83,0
aishell1_S0052_01,aishell1_snr20,non-streaming,very_long,0.0723,0.0723,6,0,0,83,6,0,0,83,0
aishell1_S0037_01,aishell1_snr20,streaming,very_long,0.2062,0.2062,19,0,1,97,19,0,1,97,0
aishell1_S0037_01,aishell1_snr20,non-streaming,very_long,0.1649,0.1649,15,0,1,97,15,0,1,97,0
aishell1_S0061_01,aishell1_snr20,streaming,very_long,0.0805,0.0805,6,0,1,87,6,0,1,87,0
aishell1_S0061_01,aishell1_snr20,non-streaming,very_long,0.0690,0.0690,6,0,0,87,6,0,0,87,0
aishell1_S0058_01,aishell1_snr20,streaming,very_long,0.1340,0.1340,13,0,0,97,13,0,0,97,0
aishell1_S0058_01,aishell1_snr20,non-streaming,very_long,0.1237,0.1237,12,0,0,97,12,0,0,97,0
aishell1_S0057_01,aishell1_snr20,streaming,very_long,0.0189,0.0189,2,0,0,106,2,0,0,106,0
aishell1_S0057_01,aishell1_snr20,non-streaming,very_long,0.0094,0.0094,1,0,0,106,1,0,0,106,0
aishell1_S0056_01,aishell1_snr20,streaming,very_long,0.1287,0.1287,7,5,1,101,7,5,1,101,0
aishell1_S0056_01,aishell1_snr20,non-streaming,very_long,0.1386,0.1386,8,5,1,101,8,5,1,101,0
aishell1_S0032_01,aishell1_snr20,streaming,very_long,0.0654,0.0654,7,0,0,107,7,0,0,107,0
aishell1_S0032_01,aishell1_snr20,non-streaming,very_long,0.0654,0.0654,7,0,0,107,7,0,0,107,0
aishell1_S0053_01,aishell1_snr20,streaming,very_long,0.1196,0.1196,10,0,1,92,10,0,1,92,0
aishell1_S0053_01,aishell1_snr20,non-streaming,very_long,0.0978,0.0978,8,0,1,92,8,0,1,92,0
aishell1_S0050_01,aishell1_snr20,streaming,very_long,0.2301,0.2301,18,8,0,113,18,8,0,113,0
aishell1_S0050_01,aishell1_snr20,non-streaming,very_long,0.2566,0.2566,18,11,0,113,18,11,0,113,0
aishell1_S0023_01,aishell1_speed09,streaming,long,0.2667,0.2667,7,5,0,45,7,5,0,45,0
aishell1_S0023_01,aishell1_speed09,non-streaming,long,0.2667,0.2667,7,5,0,45,7,5,0,45,0
aishell1_S0013_01,aishell1_speed09,streaming,long,0.1250,0.1250,6,0,0,48,6,0,0,48,0
aishell1_S0013_01,aishell1_speed09,non-streaming,long,0.1250,0.1250,6,0,0,48,6,0,0,48,0
aishell1_S0025_01,aishell1_speed09,streaming,long,0.0465,0.0465,1,0,1,43,1,0,1,43,0
aishell1_S0025_01,aishell1_speed09,non-streaming,long,0.0000,0.0000,0,0,0,43,0,0,0,43,0
aishell1_S0002_01,aishell1_speed09,streaming,long,0.2500,0.2500,10,0,1,44,10,0,1,44,0
aishell1_S0002_01,aishell1_speed09,non-streaming,long,0.1136,0.1136,4,0,1,44,4,0,1,44,0
aishell1_S0028_01,aishell1_speed09,streaming,long,0.0488,0.0488,2,0,0,41,2,0,0,41,0
aishell1_S0028_01,aishell1_speed09,non-streaming,long,0.0244,0.0244,1,0,0,41,1,0,0,41,0
aishell1_S0014_01,aishell1_speed09,streaming,long,0.1053,0.1053,3,1,0,38,3,1,0,38,0
aishell1_S0014_01,aishell1_speed09,non-streaming,long,0.1053,0.1053,3,1,0,38,3,1,0,38,0
aishell1_S0018_01,aishell1_speed09,streaming,long,0.1852,0.1852,10,0,0,54,10,0,0,54,0
aishell1_S0018_01,aishell1_speed09,non-streaming,long,0.1296,0.1296,7,0,0,54,7,0,0,54,0
aishell1_S0021_01,aishell1_speed09,streaming,long,0.3137,0.3137,15,0,1,51,15,0,1,51,0
aishell1_S0021_01,aishell1_speed09,non-streaming,long,0.1569,0.1569,8,0,0,51,8,0,0,51,0
aishell1_S0019_01,aishell1_speed09,streaming,long,0.1296,0.1296,7,0,0,54,7,0,0,54,0
aishell1_S0019_01,aishell1_speed09,non-streaming,long,0.0741,0.0741,4,0,0,54,4,0,0,54,0
aishell1_S0030_01,aishell1_speed09,streaming,long,0.1176,0.1176,6,0,0,51,6,0,0,51,0
aishell1_S0030_01,aishell1_speed09,non-streaming,long,0.1569,0.1569,8,0,0,51,8,0,0,51,0
aishell1_S0017_01,aishell1_speed09,streaming,long,0.0000,0.0000,0,0,0,53,0,0,0,53,0
aishell1_S0017_01,aishell1_speed09,non-streaming,long,0.0000,0.0000,0,0,0,53,0,0,0,53,0
aishell1_S0024_01,aishell1_speed09,streaming,long,0.0820,0.0820,5,0,0,61,5,0,0,61,0
aishell1_S0024_01,aishell1_speed09,non-streaming,long,0.0656,0.0656,4,0,0,61,4,0,0,61,0
aishell1_S0015_01,aishell1_speed09,streaming,long,0.1607,0.1607,9,0,0,56,9,0,0,56,0
aishell1_S0015_01,aishell1_speed09,non-streaming,long,0.1250,0.1250,7,0,0,56,7,0,0,56,0
aishell1_S0010_01,aishell1_speed09,streaming,long,0.0545,0.0545,3,0,0,55,3,0,0,55,0
aishell1_S0010_01,aishell1_speed09,non-streaming,long,0.0545,0.0545,3,0,0,55,3,0,0,55,0
aishell1_S0012_01,aishell1_speed09,streaming,long,0.1579,0.1579,9,0,0,57,9,0,0,57,0
aishell1_S0012_01,aishell1_speed09,non-streaming,long,0.1404,0.1404,8,0,0,57,8,0,0,57,0
aishell1_S0041_01,aishell1_speed09,streaming,very_long,0.0632,0.0632,3,3,0,95,3,3,0,95,0
aishell1_S0041_01,aishell1_speed09,non-streaming,very_long,0.0737,0.0737,3,3,1,95,3,3,1,95,0
aishell1_S0043_01,aishell1_speed09,streaming,very_long,0.0769,0.0769,5,0,2,91,5,0,2,91,0
aishell1_S0043_01,aishell1_speed09,non-streaming,very_long,0.0549,0.0549,5,0,0,91,5,0,0,91,0
aishell1_S0059_01,aishell1_speed09,streaming,very_long,0.3458,0.3458,34,3,0,107,34,3,0,107,0
aishell1_S0059_01,aishell1_speed09,non-streaming,very_long,0.3645,0.3645,36,3,0,107,36,3,0,107,0
aishell1_S0060_01,aishell1_speed09,streaming,very_long,0.2065,0.2065,11,8,0,92,11,8,0,92,0
aishell1_S0060_01,aishell1_speed09,non-streaming,very_long,0.2500,0.2500,15,8,0,92,15,8,0,92,0
aishell1_S0035_01,aishell1_speed09,streaming,very_long,0.0440,0.0440,3,0,1,91,3,0,1,91,0
aishell1_S0035_01,aishell1_speed09,non-streaming,very_long,0.0220,0.0220,2,0,0,91,2,0,0,91,0
aishell1_S0045_01,aishell1_speed09,streaming,very_long,0.2152,0.2152,13,3,1,79,13,3,1,79,0
aishell1_S0045_01,aishell1_speed09,non-streaming,very_long,0.1772,0.1772,11,3,0,79,11,3,0,79,0
aishell1_S0047_01,aishell1_speed09,streaming,very_long,0.0123,0.0123,1,0,0,81,1,0,0,81,0
aishell1_S0047_01,aishell1_speed09,non-streaming,very_long,0.0123,0.0123,1,0,0,81,1,0,0,81,0
aishell1_S0038_01,aishell1_speed09,streaming,very_long,0.2727,0.2727,19,0,5,88,19,0,5,88,0
aishell1_S0038_01,aishell1_speed09,non-streaming,very_long,0.2159,0.2159,16,0,3,88,16,0,3,88,0
aishell1_S0061_01,aishell1_speed09,streaming,very_long,0.1149,0.1149,9,0,1,87,9,0,1,87,0
aishell1_S0061_01,aishell1_speed09,non-streaming,very_long,0.0805,0.0805,7,0,0,87,7,0,0,87,0
aishell1_S0055_01,aishell1_speed09,streaming,very_long,0.1053,0.1053,9,0,1,95,9,0,1,95,0
aishell1_S0055_01,aishell1_speed09,non-streaming,very_long,0.3474,0.3474,33,0,0,95,33,0,0,95,0
aishell1_S0044_01,aishell1_speed09,streaming,very_long,0.0536,0.0536,4,2,0,112,4,2,0,112,0
aishell1_S0044_01,aishell1_speed09,non-streaming,very_long,0.0357,0.0357,3,1,0,112,3,1,0,112,0
aishell1_S0032_01,aishell1_speed09,streaming,very_long,0.1028,0.1028,10,0,1,107,10,0,1,107,0
aishell1_S0032_01,aishell1_speed09,non-streaming,very_long,0.0748,0.0748,7,0,1,107,7,0,1,107,0
aishell1_S0040_01,aishell1_speed09,streaming,very_long,0.0270,0.0270,3,0,0,111,3,0,0,111,0
aishell1_S0040_01,aishell1_speed09,non-streaming,very_long,0.0180,0.0180,2,0,0,111,2,0,0,111,0
aishell1_S0034_01,aishell1_speed09,streaming,very_long,0.2818,0.2818,25,5,1,110,25,5,1,110,0
aishell1_S0034_01,aishell1_speed09,non-streaming,very_long,0.2364,0.2364,19,6,1,110,19,6,1,110,0
aishell1_S0042_01,aishell1_speed09,streaming,very_long,0.1759,0.1759,12,5,2,108,12,5,2,108,0
aishell1_S0042_01,aishell1_speed09,non-streaming,very_long,0.1944,0.1944,14,5,2,108,14,5,2,108,0
aishell1_S0013_01,aishell1_speed11,streaming,medium,0.2292,0.2292,11,0,0,48,11,0,0,48,0
aishell1_S0013_01,aishell1_speed11,non-streaming,medium,0.1875,0.1875,9,0,0,48,9,0,0,48,0
aishell1_S0025_01,aishell1_speed11,streaming,medium,0.0233,0.0233,0,0,1,43,0,0,1,43,0
aishell1_S0025_01,aishell1_speed11,non-streaming,medium,0.0000,0.0000,0,0,0,43,0,0,0,43,0
aishell1_S0020_01,aishell1_speed11,streaming,medium,0.2083,0.2083,9,1,0,48,9,1,0,48,0
aishell1_S0020_01,aishell1_speed11,non-streaming,medium,0.1875,0.1875,8,1,0,48,8,1,0,48,0
aishell1_S0011_01,aishell1_speed11,streaming,long,0.1273,0.1273,7,0,0,55,7,0,0,55,0
aishell1_S0011_01,aishell1_speed11,non-streaming,long,0.0909,0.0909,5,0,0,55,5,0,0,55,0
aishell1_S0018_01,aishell1_speed11,streaming,long,0.1852,0.1852,10,0,0,54,10,0,0,54,0
aishell1_S0018_01,aishell1_speed11,non-streaming,long,0.0556,0.0556,3,0,0,54,3,0,0,54,0
aishell1_S0008_01,aishell1_speed11,streaming,long,0.1020,0.1020,5,0,0,49,5,0,0,49,0
aishell1_S0008_01,aishell1_speed11,non-streaming,long,0.1020,0.1020,5,0,0,49,5,0,0,49,0
aishell1_S0021_01,aishell1_speed11,streaming,long,0.2745,0.2745,13,0,1,51,13,0,1,51,0
aishell1_S0021_01,aishell1_speed11,non-streaming,long,0.2157,0.2157,11,0,0,51,11,0,0,51,0
aishell1_S0019_01,aishell1_speed11,streaming,long,0.1481,0.1481,8,0,0,54,8,0,0,54,0
aishell1_S0019_01,aishell1_speed11,non-streaming,long,0.1111,0.1111,6,0,0,54,6,0,0,54,0
aishell1_S0017_01,aishell1_speed11,streaming,long,0.0189,0.0189,1,0,0,53,1,0,0,53,0
aishell1_S0017_01,aishell1_speed11,non-streaming,long,0.0189,0.0189,1,0,0,53,1,0,0,53,0
aishell1_S0024_01,aishell1_speed11,streaming,long,0.1311,0.1311,6,0,2,61,6,0,2,61,0
aishell1_S0024_01,aishell1_speed11,non-streaming,long,0.0492,0.0492,3,0,0,61,3,0,0,61,0
aishell1_S0029_01,aishell1_speed11,streaming,long,0.3115,0.3115,17,0,2,61,17,0,2,61,0
aishell1_S0029_01,aishell1_speed11,non-streaming,long,0.2459,0.2459,14,0,1,61,14,0,1,61,0
aishell1_S0015_01,aishell1_speed11,streaming,long,0.1250,0.1250,7,0,0,56,7,0,0,56,0
aishell1_S0015_01,aishell1_speed11,non-streaming,long,0.1250,0.1250,7,0,0,56,7,0,0,56,0
aishell1_S0022_01,aishell1_speed11,streaming,long,0.3182,0.3182,20,1,0,66,20,1,0,66,0
aishell1_S0022_01,aishell1_speed11,non-streaming,long,0.3182,0.3182,20,1,0,66,20,1,0,66,0
aishell1_S0031_01,aishell1_speed11,streaming,long,0.0500,0.0500,3,0,0,60,3,0,0,60,0
aishell1_S0031_01,aishell1_speed11,non-streaming,long,0.0500,0.0500,3,0,0,60,3,0,0,60,0
aishell1_S0007_01,aishell1_speed11,streaming,long,0.1132,0.1132,5,0,1,53,5,0,1,53,0
aishell1_S0007_01,aishell1_speed11,non-streaming,long,0.0943,0.0943,5,0,0,53,5,0,0,53,0
aishell1_S0059_01,aishell1_speed11,streaming,long,0.3271,0.3271,32,3,0,107,32,3,0,107,0
aishell1_S0059_01,aishell1_speed11,non-streaming,long,0.3738,0.3738,32,2,6,107,32,2,6,107,0
aishell1_S0060_01,aishell1_speed11,streaming,long,0.2500,0.2500,15,8,0,92,15,8,0,92,0
aishell1_S0060_01,aishell1_speed11,non-streaming,long,0.2500,0.2500,15,8,0,92,15,8,0,92,0
aishell1_S0045_01,aishell1_speed11,streaming,long,0.1646,0.1646,10,3,0,79,10,3,0,79,0
aishell1_S0045_01,aishell1_speed11,non-streaming,long,0.1519,0.1519,9,3,0,79,9,3,0,79,0
aishell1_S0039_01,aishell1_speed11,streaming,long,0.0556,0.0556,5,0,0,90,5,0,0,90,0
aishell1_S0039_01,aishell1_speed11,non-streaming,long,0.0778,0.0778,7,0,0,90,7,0,0,90,0
aishell1_S0054_01,aishell1_speed11,streaming,long,0.1149,0.1149,10,0,0,87,10,0,0,87,0
aishell1_S0054_01,aishell1_speed11,non-streaming,long,0.0805,0.0805,7,0,0,87,7,0,0,87,0
aishell1_S0052_01,aishell1_speed11,streaming,long,0.1325,0.1325,11,0,0,83,11,0,0,83,0
aishell1_S0052_01,aishell1_speed11,non-streaming,long,0.0602,0.0602,5,0,0,83,5,0,0,83,0
aishell1_S0046_01,aishell1_speed11,streaming,long,0.2857,0.2857,23,3,0,91,23,3,0,91,0
aishell1_S0046_01,aishell1_speed11,non-streaming,long,0.1868,0.1868,14,3,0,91,14,3,0,91,0
aishell1_S0037_01,aishell1_speed11,streaming,long,0.2268,0.2268,20,1,1,97,20,1,1,97,0
