sample_id,scope,mode,duration_group,wer,cer,wer_s,wer_d,wer_i,wer_n,cer_s,cer_d,cer_i,cer_n,empty
multiwoz_MUL1320_turn3,multiwoz,non-streaming,long,0.0833,0.0299,2,0,2,48,3,0,4,234,0
multiwoz_MUL1191_turn2,multiwoz,streaming,long,0.2549,0.0943,7,2,4,51,8,4,11,244,0
multiwoz_MUL1191_turn2,multiwoz,non-streaming,long,0.2549,0.0984,9,1,3,51,9,4,11,244,0
crosswoz_10382_turn2,crosswoz,streaming,long,0.0658,0.0658,3,0,2,76,3,0,2,76,0
crosswoz_10382_turn2,crosswoz,non-streaming,long,0.0658,0.0658,3,0,2,76,3,0,2,76,0
crosswoz_7310_turn2,crosswoz,streaming,long,0.0959,0.0959,4,1,2,73,4,1,2,73,0
crosswoz_7310_turn2,crosswoz,non-streaming,long,0.1096,0.1096,5,1,2,73,5,1,2,73,0
crosswoz_10661_turn2,crosswoz,streaming,long,0.0375,0.0375,3,0,0,80,3,0,0,80,0
crosswoz_10661_turn2,crosswoz,non-streaming,long,0.0375,0.0375,3,0,0,80,3,0,0,80,0
crosswoz_7701_turn2,crosswoz,streaming,long,0.0400,0.0400,2,0,1,75,2,0,1,75,0
crosswoz_7701_turn2,crosswoz,non-streaming,long,0.0400,0.0400,2,0,1,75,2,0,1,75,0
crosswoz_9956_turn3,crosswoz,streaming,long,0.0145,0.0145,1,0,0,69,1,0,0,69,0
crosswoz_9956_turn3,crosswoz,non-streaming,long,0.0145,0.0145,1,0,0,69,1,0,0,69,0
crosswoz_8424_turn2,crosswoz,streaming,long,0.0260,0.0260,2,0,0,77,2,0,0,77,0
crosswoz_8424_turn2,crosswoz,non-streaming,long,0.0260,0.0260,2,0,0,77,2,0,0,77,0
multiwoz_MUL1459_turn2,multiwoz,streaming,long,0.0862,0.0216,2,1,2,58,0,1,5,278,0
multiwoz_MUL1459_turn2,multiwoz,non-streaming,long,0.0517,0.0180,1,0,2,58,0,0,5,278,0
multiwoz_PMUL2175_turn2,multiwoz,streaming,long,0.1400,0.1036,7,0,0,50,16,11,2,280,0
multiwoz_PMUL2175_turn2,multiwoz,non-streaming,long,0.1600,0.1000,6,0,2,50,18,8,2,280,0
crosswoz_11406_turn2,crosswoz,streaming,long,0.0886,0.0886,6,0,1,79,6,0,1,79,0
crosswoz_11406_turn2,crosswoz,non-streaming,long,0.0886,0.0886,6,0,1,79,6,0,1,79,0
multiwoz_MUL2157_turn2,multiwoz,streaming,long,0.2308,0.1111,4,1,7,52,4,0,25,261,0
multiwoz_MUL2157_turn2,multiwoz,non-streaming,long,0.2308,0.1149,5,0,7,52,3,0,27,261,0
multiwoz_MUL1330_turn2,multiwoz,streaming,long,0.1091,0.0479,3,1,2,55,11,1,2,292,0
multiwoz_MUL1330_turn2,multiwoz,non-streaming,long,0.0727,0.0445,2,0,2,55,11,0,2,292,0
crosswoz_497_turn2,crosswoz,streaming,long,0.0706,0.0706,5,0,1,85,5,0,1,85,0
crosswoz_497_turn2,crosswoz,non-streaming,long,0.0471,0.0471,3,0,1,85,3,0,1,85,0
crosswoz_10197_turn2,crosswoz,streaming,long,0.0361,0.0361,3,0,0,83,3,0,0,83,0
crosswoz_10197_turn2,crosswoz,non-streaming,long,0.0361,0.0361,3,0,0,83,3,0,0,83,0
crosswoz_962_turn2,crosswoz,streaming,long,0.0732,0.0732,5,0,1,82,5,0,1,82,0
crosswoz_962_turn2,crosswoz,non-streaming,long,0.0610,0.0610,4,0,1,82,4,0,1,82,0
multiwoz_MUL1003_turn3,multiwoz,streaming,long,0.0339,0.0035,1,1,0,59,0,1,0,289,0
multiwoz_MUL1003_turn3,multiwoz,non-streaming,long,0.0000,0.0000,0,0,0,59,0,0,0,289,0
crosswoz_2228_turn2,crosswoz,streaming,long,0.0864,0.0864,6,0,1,81,6,0,1,81,0
crosswoz_2228_turn2,crosswoz,non-streaming,long,0.0617,0.0617,4,0,1,81,4,0,1,81,0
crosswoz_10574_turn2,crosswoz,streaming,long,0.0610,0.0610,4,0,1,82,4,0,1,82,0
crosswoz_10574_turn2,crosswoz,non-streaming,long,0.0610,0.0610,4,0,1,82,4,0,1,82,0
crosswoz_422_turn2,crosswoz,streaming,long,0.0353,0.0353,3,0,0,85,3,0,0,85,0
crosswoz_422_turn2,crosswoz,non-streaming,long,0.0471,0.0471,4,0,0,85,4,0,0,85,0
multiwoz_MUL0789_turn2,multiwoz,streaming,long,0.2157,0.0887,7,2,2,51,7,6,9,248,0
multiwoz_MUL0789_turn2,multiwoz,non-streaming,long,0.1373,0.0565,4,1,2,51,3,5,6,248,0
multiwoz_PMUL0322_turn3,multiwoz,streaming,long,0.2000,0.0699,7,3,1,55,6,8,5,272,0
multiwoz_PMUL0322_turn3,multiwoz,non-streaming,long,0.1273,0.0588,5,2,0,55,6,7,3,272,0
multiwoz_MUL0711_turn2,multiwoz,streaming,long,0.1071,0.0353,4,1,1,56,4,1,4,255,0
multiwoz_MUL0711_turn2,multiwoz,non-streaming,long,0.1071,0.0235,4,2,0,56,3,3,0,255,0
crosswoz_7196_turn2,crosswoz,streaming,long,0.0870,0.0870,7,0,1,92,7,0,1,92,0
crosswoz_7196_turn2,crosswoz,non-streaming,long,0.0870,0.0870,7,0,1,92,7,0,1,92,0
multiwoz_MUL0666_turn2,multiwoz,streaming,long,0.2364,0.0655,9,0,4,55,2,1,15,275,0
multiwoz_MUL0666_turn2,multiwoz,non-streaming,long,0.2000,0.0618,6,0,5,55,2,0,15,275,0
multiwoz_MUL0641_turn2,multiwoz,streaming,long,0.1250,0.0345,5,1,1,56,7,1,2,290,0
multiwoz_MUL0641_turn2,multiwoz,non-streaming,long,0.1071,0.0310,5,0,1,56,5,1,3,290,0
crosswoz_1101_turn2,crosswoz,streaming,long,0.0886,0.0886,6,0,1,79,6,0,1,79,0
crosswoz_1101_turn2,crosswoz,non-streaming,long,0.0759,0.0759,5,0,1,79,5,0,1,79,0
multiwoz_PMUL0237_turn4,multiwoz,streaming,long,0.1379,0.0319,4,3,1,58,1,8,1,313,0
multiwoz_PMUL0237_turn4,multiwoz,non-streaming,long,0.1034,0.0288,3,2,1,58,1,7,1,313,0
crosswoz_8707_turn2,crosswoz,streaming,long,0.0000,0.0000,0,0,0,86,0,0,0,86,0
crosswoz_8707_turn2,crosswoz,non-streaming,long,0.0000,0.0000,0,0,0,86,0,0,0,86,0
crosswoz_8907_turn2,crosswoz,streaming,long,0.0645,0.0645,5,0,1,93,5,0,1,93,0
crosswoz_8907_turn2,crosswoz,non-streaming,long,0.0645,0.0645,5,0,1,93,5,0,1,93,0
multiwoz_MUL1215_turn2,multiwoz,streaming,long,0.2381,0.0872,5,3,2,42,4,2,13,218,0
multiwoz_MUL1215_turn2,multiwoz,non-streaming,long,0.1905,0.0826,4,2,2,42,4,1,13,218,0
multiwoz_MUL1353_turn2,multiwoz,streaming,long,0.2692,0.0714,10,3,1,52,3,8,9,280,0
multiwoz_MUL1353_turn2,multiwoz,non-streaming,long,0.2692,0.0857,8,3,3,52,2,11,11,280,0
multiwoz_PMUL2590_turn3,multiwoz,streaming,long,0.1852,0.1544,5,1,4,54,7,4,33,285,0
multiwoz_PMUL2590_turn3,multiwoz,non-streaming,long,0.1852,0.1614,5,1,4,54,11,2,33,285,0
crosswoz_11334_turn2,crosswoz,streaming,long,0.0341,0.0341,3,0,0,88,3,0,0,88,0
crosswoz_11334_turn2,crosswoz,non-streaming,long,0.0455,0.0455,4,0,0,88,4,0,0,88,0
crosswoz_10749_turn2,crosswoz,streaming,long,0.0110,0.0110,1,0,0,91,1,0,0,91,0
crosswoz_10749_turn2,crosswoz,non-streaming,long,0.0110,0.0110,1,0,0,91,1,0,0,91,0
multiwoz_PMUL2296_turn2,multiwoz,streaming,long,0.0615,0.0287,3,1,0,65,5,4,0,314,0
multiwoz_PMUL2296_turn2,multiwoz,non-streaming,long,0.0308,0.0255,2,0,0,65,5,3,0,314,0
crosswoz_9577_turn2,crosswoz,streaming,long,0.0316,0.0316,1,1,1,95,1,1,1,95,0
crosswoz_9577_turn2,crosswoz,non-streaming,long,0.0105,0.0105,0,0,1,95,0,0,1,95,0
crosswoz_9173_turn2,crosswoz,streaming,long,0.0220,0.0220,1,0,1,91,1,0,1,91,0
crosswoz_9173_turn2,crosswoz,non-streaming,long,0.0220,0.0220,1,0,1,91,1,0,1,91,0
multiwoz_MUL0176_turn3,multiwoz,streaming,long,0.0441,0.0201,2,1,0,68,5,2,0,349,0
multiwoz_MUL0176_turn3,multiwoz,non-streaming,long,0.0588,0.0229,3,1,0,68,5,3,0,349,0
multiwoz_MUL0084_turn3,multiwoz,streaming,long,0.3393,0.1392,9,1,9,56,9,0,29,273,0
multiwoz_MUL0084_turn3,multiwoz,non-streaming,long,0.2321,0.1136,5,1,7,56,7,0,24,273,0
crosswoz_11730_turn2,crosswoz,streaming,long,0.1505,0.1505,12,1,1,93,12,1,1,93,0
crosswoz_11730_turn2,crosswoz,non-streaming,long,0.1398,0.1398,11,1,1,93,11,1,1,93,0
crosswoz_10331_turn2,crosswoz,streaming,long,0.0408,0.0408,4,0,0,98,4,0,0,98,0
crosswoz_10331_turn2,crosswoz,non-streaming,long,0.0408,0.0408,4,0,0,98,4,0,0,98,0
multiwoz_MUL1332_turn3,multiwoz,streaming,long,0.2500,0.1594,7,0,7,56,9,1,34,276,0
multiwoz_MUL1332_turn3,multiwoz,non-streaming,long,0.2500,0.1594,6,0,8,56,5,1,38,276,0
multiwoz_PMUL1904_turn3,multiwoz,streaming,long,0.1579,0.0951,5,1,3,57,1,2,24,284,0
multiwoz_PMUL1904_turn3,multiwoz,non-streaming,long,0.1053,0.0845,3,0,3,57,1,1,22,284,0
multiwoz_PMUL1745_turn3,multiwoz,streaming,long,0.0952,0.0557,2,1,3,63,1,1,15,305,0
multiwoz_PMUL1745_turn3,multiwoz,non-streaming,long,0.0794,0.0492,1,0,4,63,1,0,14,305,0
multiwoz_MUL2018_turn3,multiwoz,streaming,long,0.1017,0.0573,3,1,2,59,6,3,9,314,0
multiwoz_MUL2018_turn3,multiwoz,non-streaming,long,0.0678,0.0541,2,0,2,59,6,2,9,314,0
crosswoz_98_turn2,crosswoz,streaming,long,0.1250,0.1250,9,1,1,88,9,1,1,88,0
crosswoz_98_turn2,crosswoz,non-streaming,long,0.1023,0.1023,8,0,1,88,8,0,1,88,0
crosswoz_10040_turn2,crosswoz,streaming,long,0.0515,0.0515,4,0,1,97,4,0,1,97,0
crosswoz_10040_turn2,crosswoz,non-streaming,long,0.0515,0.0515,4,0,1,97,4,0,1,97,0
multiwoz_MUL0183_turn2,multiwoz,streaming,long,0.0290,0.0030,1,1,0,69,0,1,0,337,0
multiwoz_MUL0183_turn2,multiwoz,non-streaming,long,0.0000,0.0000,0,0,0,69,0,0,0,337,0
multiwoz_PMUL2034_turn2,multiwoz,streaming,long,0.0606,0.0118,2,2,0,66,2,2,0,338,0
multiwoz_PMUL2034_turn2,multiwoz,non-streaming,long,0.0303,0.0089,1,1,0,66,2,1,0,338,0
multiwoz_MUL0874_turn3,multiwoz,streaming,long,0.1667,0.0602,9,1,0,60,7,9,4,332,0
multiwoz_MUL0874_turn3,multiwoz,non-streaming,long,0.1333,0.0572,7,0,1,60,10,6,3,332,0
multiwoz_PMUL4612_turn3,multiwoz,streaming,long,0.0417,0.0085,2,1,0,72,2,1,0,352,0
multiwoz_PMUL4612_turn3,multiwoz,non-streaming,long,0.0139,0.0057,1,0,0,72,2,0,0,352,0
crosswoz_11361_turn2,crosswoz,streaming,long,0.0463,0.0463,5,0,0,108,5,0,0,108,0
crosswoz_11361_turn2,crosswoz,non-streaming,long,0.0463,0.0463,5,0,0,108,5,0,0,108,0
multiwoz_PMUL2936_turn3,multiwoz,streaming,long,0.1667,0.1226,2,2,6,60,0,3,36,318,0
multiwoz_PMUL2936_turn3,multiwoz,non-streaming,long,0.1500,0.1006,1,1,7,60,0,2,30,318,0
multiwoz_PMUL0085_turn3,multiwoz,streaming,long,0.1562,0.0814,3,1,6,64,3,3,19,307,0
multiwoz_PMUL0085_turn3,multiwoz,non-streaming,long,0.1094,0.0651,2,0,5,64,3,2,15,307,0
crosswoz_11613_turn3,crosswoz,streaming,long,0.0659,0.0659,3,0,3,91,3,0,3,91,0
crosswoz_11613_turn3,crosswoz,non-streaming,long,0.0549,0.0549,3,0,2,91,3,0,2,91,0
crosswoz_8202_turn2,crosswoz,streaming,long,0.0707,0.0707,7,0,0,99,7,0,0,99,0
crosswoz_8202_turn2,crosswoz,non-streaming,long,0.0707,0.0707,7,0,0,99,7,0,0,99,0
multiwoz_PMUL4499_turn3,multiwoz,streaming,long,0.1867,0.1517,1,13,0,75,0,64,0,422,0
multiwoz_PMUL4499_turn3,multiwoz,non-streaming,long,0.1733,0.1635,0,12,1,75,0,63,6,422,0
multiwoz_PMUL4885_turn3,multiwoz,streaming,long,0.1714,0.0759,9,1,2,70,10,1,13,316,0
multiwoz_PMUL4885_turn3,multiwoz,non-streaming,long,0.1429,0.0728,8,0,2,70,9,1,13,316,0
crosswoz_12298_turn2,crosswoz,streaming,long,0.0283,0.0283,3,0,0,106,3,0,0,106,0
crosswoz_12298_turn2,crosswoz,non-streaming,long,0.0094,0.0094,1,0,0,106,1,0,0,106,0
multiwoz_MUL0183_turn3,multiwoz,streaming,long,0.1250,0.0749,2,8,1,88,0,30,2,427,0
multiwoz_MUL0183_turn3,multiwoz,non-streaming,long,0.1023,0.0726,1,7,1,88,0,29,2,427,0
multiwoz_MUL1203_turn3,multiwoz,streaming,long,0.0946,0.0304,5,1,1,74,4,7,1,395,0
multiwoz_MUL1203_turn3,multiwoz,non-streaming,long,0.0676,0.0278,4,0,1,74,4,6,1,395,0
crosswoz_9033_turn2,crosswoz,streaming,long,0.0476,0.0476,5,0,0,105,5,0,0,105,0
crosswoz_9033_turn2,crosswoz,non-streaming,long,0.0571,0.0571,6,0,0,105,6,0,0,105,0
multiwoz_MUL1191_turn3,multiwoz,streaming,long,0.1558,0.0714,6,4,2,77,6,3,17,364,0
multiwoz_MUL1191_turn3,multiwoz,non-streaming,long,0.1558,0.0769,6,3,3,77,4,3,21,364,0
multiwoz_MUL2174_turn3,multiwoz,streaming,long,0.1404,0.0753,3,1,4,57,3,1,18,292,0
multiwoz_MUL2174_turn3,multiwoz,non-streaming,long,0.1228,0.0856,2,0,5,57,3,0,22,292,0
crosswoz_497_turn3,crosswoz,streaming,long,0.0536,0.0536,5,0,1,112,5,0,1,112,0
crosswoz_497_turn3,crosswoz,non-streaming,long,0.0446,0.0446,4,0,1,112,4,0,1,112,0
crosswoz_11406_turn3,crosswoz,streaming,long,0.0654,0.0654,6,0,1,107,6,0,1,107,0
crosswoz_11406_turn3,crosswoz,non-streaming,long,0.0561,0.0561,5,0,1,107,5,0,1,107,0
crosswoz_12299_turn2,crosswoz,streaming,long,0.0374,0.0374,3,0,1,107,3,0,1,107,0
crosswoz_12299_turn2,crosswoz,non-streaming,long,0.0280,0.0280,2,0,1,107,2,0,1,107,0
crosswoz_3145_turn2,crosswoz,streaming,long,0.0455,0.0455,4,0,1,110,4,0,1,110,0
crosswoz_3145_turn2,crosswoz,non-streaming,long,0.0364,0.0364,3,0,1,110,3,0,1,110,0
multiwoz_PMUL4031_turn3,multiwoz,streaming,long,0.0571,0.0133,2,1,1,70,2,1,2,375,0
multiwoz_PMUL4031_turn3,multiwoz,non-streaming,long,0.0000,0.0000,0,0,0,70,0,0,0,375,0
multiwoz_PMUL4254_turn3,multiwoz,streaming,long,0.1940,0.1025,6,1,6,67,3,1,29,322,0
multiwoz_PMUL4254_turn3,multiwoz,non-streaming,long,0.1493,0.0963,5,0,5,67,3,0,28,322,0
crosswoz_8424_turn3,crosswoz,streaming,long,0.3333,0.3333,5,45,1,153,5,45,1,153,0
crosswoz_8424_turn3,crosswoz,non-streaming,long,0.3007,0.3007,1,45,0,153,1,45,0,153,0
crosswoz_8672_turn2,crosswoz,streaming,long,0.0935,0.0935,10,0,0,107,10,0,0,107,0
crosswoz_8672_turn2,crosswoz,non-streaming,long,0.0841,0.0841,9,0,0,107,9,0,0,107,0
multiwoz_PMUL0460_turn3,multiwoz,streaming,long,0.2817,0.1020,8,4,8,71,4,4,27,343,0
multiwoz_PMUL0460_turn3,multiwoz,non-streaming,long,0.2676,0.1020,7,3,9,71,1,8,26,343,0
crosswoz_10296_turn2,crosswoz,streaming,long,0.0278,0.0278,2,0,1,108,2,0,1,108,0
crosswoz_10296_turn2,crosswoz,non-streaming,long,0.0185,0.0185,1,0,1,108,1,0,1,108,0
crosswoz_8707_turn3,crosswoz,streaming,long,0.2535,0.2535,0,36,0,142,0,36,0,142,0
crosswoz_8707_turn3,crosswoz,non-streaming,long,0.2535,0.2535,0,36,0,142,0,36,0,142,0
crosswoz_9138_turn3,crosswoz,streaming,long,0.0684,0.0684,7,0,1,117,7,0,1,117,0
crosswoz_9138_turn3,crosswoz,non-streaming,long,0.0427,0.0427,4,0,1,117,4,0,1,117,0
crosswoz_9080_turn2,crosswoz,streaming,long,0.0769,0.0769,7,0,2,117,7,0,2,117,0
crosswoz_9080_turn2,crosswoz,non-streaming,long,0.0684,0.0684,6,0,2,117,6,0,2,117,0
crosswoz_10574_turn3,crosswoz,streaming,long,0.0887,0.0887,10,0,1,124,10,0,1,124,0
crosswoz_10574_turn3,crosswoz,non-streaming,long,0.0806,0.0806,9,0,1,124,9,0,1,124,0
crosswoz_422_turn3,crosswoz,streaming,long,0.0508,0.0508,6,0,0,118,6,0,0,118,0
crosswoz_422_turn3,crosswoz,non-streaming,long,0.0508,0.0508,6,0,0,118,6,0,0,118,0
crosswoz_11893_turn2,crosswoz,streaming,long,0.0317,0.0317,3,0,1,126,3,0,1,126,0
crosswoz_11893_turn2,crosswoz,non-streaming,long,0.0238,0.0238,2,0,1,126,2,0,1,126,0
crosswoz_12011_turn2,crosswoz,streaming,long,0.0820,0.0820,9,0,1,122,9,0,1,122,0
crosswoz_12011_turn2,crosswoz,non-streaming,long,0.0574,0.0574,6,0,1,122,6,0,1,122,0
crosswoz_8436_turn2,crosswoz,streaming,long,0.0579,0.0579,6,0,1,121,6,0,1,121,0
crosswoz_8436_turn2,crosswoz,non-streaming,long,0.0579,0.0579,6,0,1,121,6,0,1,121,0
crosswoz_10197_turn3,crosswoz,streaming,long,0.0569,0.0569,7,0,0,123,7,0,0,123,0
crosswoz_10197_turn3,crosswoz,non-streaming,long,0.0244,0.0244,3,0,0,123,3,0,0,123,0
crosswoz_10661_turn3,crosswoz,streaming,long,0.0703,0.0703,7,2,0,128,7,2,0,128,0
crosswoz_10661_turn3,crosswoz,non-streaming,long,0.0547,0.0547,5,2,0,128,5,2,0,128,0
crosswoz_1101_turn3,crosswoz,streaming,long,0.0407,0.0407,4,0,1,123,4,0,1,123,0
crosswoz_1101_turn3,crosswoz,non-streaming,long,0.0488,0.0488,5,0,1,123,5,0,1,123,0
crosswoz_8796_turn2,crosswoz,streaming,very_long,0.0726,0.0726,9,0,0,124,9,0,0,124,0
crosswoz_8796_turn2,crosswoz,non-streaming,very_long,0.0645,0.0645,8,0,0,124,8,0,0,124,0
multiwoz_PMUL0271_turn3,multiwoz,streaming,very_long,0.2179,0.0973,11,1,5,78,10,7,22,401,0
multiwoz_PMUL0271_turn3,multiwoz,non-streaming,very_long,0.1667,0.0873,7,0,6,78,13,3,19,401,0
multiwoz_PMUL2590_turn4,multiwoz,streaming,very_long,0.1923,0.1192,12,1,2,78,20,3,26,411,0
multiwoz_PMUL2590_turn4,multiwoz,non-streaming,very_long,0.1667,0.1119,10,1,2,78,21,1,24,411,0
multiwoz_MUL1215_turn3,multiwoz,streaming,very_long,0.2571,0.0545,12,5,1,70,5,7,8,367,0
multiwoz_MUL1215_turn3,multiwoz,non-streaming,very_long,0.2286,0.0518,11,4,1,70,5,6,8,367,0
crosswoz_10749_turn3,crosswoz,streaming,very_long,0.0147,0.0147,2,0,0,136,2,0,0,136,0
crosswoz_10749_turn3,crosswoz,non-streaming,very_long,0.0147,0.0147,2,0,0,136,2,0,0,136,0
crosswoz_7701_turn3,crosswoz,streaming,very_long,0.0726,0.0726,8,0,1,124,8,0,1,124,0
crosswoz_7701_turn3,crosswoz,non-streaming,very_long,0.0968,0.0968,11,0,1,124,11,0,1,124,0
crosswoz_9200_turn3,crosswoz,streaming,very_long,0.0504,0.0504,5,0,1,119,5,0,1,119,0
crosswoz_9200_turn3,crosswoz,non-streaming,very_long,0.0420,0.0420,4,0,1,119,4,0,1,119,0
multiwoz_MUL1330_turn3,multiwoz,streaming,very_long,0.0538,0.0259,4,1,0,93,6,7,0,501,0
multiwoz_MUL1330_turn3,multiwoz,non-streaming,very_long,0.0323,0.0240,3,0,0,93,6,6,0,501,0
multiwoz_MUL0176_turn4,multiwoz,streaming,very_long,0.0319,0.0062,2,1,0,94,2,1,0,483,0
multiwoz_MUL0176_turn4,multiwoz,non-streaming,very_long,0.0106,0.0041,1,0,0,94,2,0,0,483,0
crosswoz_9956_turn4,crosswoz,streaming,very_long,0.0560,0.0560,7,0,0,125,7,0,0,125,0
crosswoz_9956_turn4,crosswoz,non-streaming,very_long,0.0640,0.0640,7,0,1,125,7,0,1,125,0
crosswoz_8202_turn3,crosswoz,streaming,very_long,0.2057,0.2057,11,18,0,141,11,18,0,141,0
crosswoz_8202_turn3,crosswoz,non-streaming,very_long,0.1773,0.1773,8,17,0,141,8,17,0,141,0
crosswoz_8672_turn3,crosswoz,streaming,very_long,0.1069,0.1069,14,0,0,131,14,0,0,131,0
crosswoz_8672_turn3,crosswoz,non-streaming,very_long,0.0611,0.0611,8,0,0,131,8,0,0,131,0
multiwoz_MUL0666_turn3,multiwoz,streaming,very_long,0.2247,0.0897,11,1,8,89,6,2,32,446,0
multiwoz_MUL0666_turn3,multiwoz,non-streaming,very_long,0.1798,0.0695,5,0,11,89,0,0,31,446,0
multiwoz_MUL1031_turn3,multiwoz,streaming,very_long,0.1494,0.0852,8,0,5,87,5,4,29,446,0
multiwoz_MUL1031_turn3,multiwoz,non-streaming,very_long,0.1494,0.0852,6,0,7,87,5,3,30,446,0
crosswoz_12315_turn3,crosswoz,streaming,very_long,0.0652,0.0652,8,1,0,138,8,1,0,138,0
crosswoz_12315_turn3,crosswoz,non-streaming,very_long,0.0870,0.0870,11,1,0,138,11,1,0,138,0
multiwoz_MUL1003_turn4,multiwoz,streaming,very_long,0.0300,0.0100,2,1,0,100,2,3,0,500,0
multiwoz_MUL1003_turn4,multiwoz,non-streaming,very_long,0.0100,0.0080,1,0,0,100,3,1,0,500,0
crosswoz_9033_turn3,crosswoz,streaming,very_long,0.0217,0.0217,3,0,0,138,3,0,0,138,0
crosswoz_9033_turn3,crosswoz,non-streaming,very_long,0.0362,0.0362,5,0,0,138,5,0,0,138,0
multiwoz_MUL0023_turn3,multiwoz,streaming,very_long,0.1951,0.1135,7,4,5,82,6,16,26,423,0
multiwoz_MUL0023_turn3,multiwoz,non-streaming,very_long,0.1585,0.0993,5,3,5,82,5,15,22,423,0
multiwoz_PMUL2296_turn3,multiwoz,streaming,very_long,0.0825,0.0286,6,2,0,97,7,6,1,489,0
multiwoz_PMUL2296_turn3,multiwoz,non-streaming,very_long,0.0619,0.0266,5,1,0,97,7,5,1,489,0
multiwoz_PMUL0322_turn4,multiwoz,streaming,very_long,0.1868,0.0948,10,3,4,91,13,7,22,443,0
multiwoz_PMUL0322_turn4,multiwoz,non-streaming,very_long,0.1868,0.0903,9,3,5,91,12,7,21,443,0
crosswoz_11248_turn2,crosswoz,streaming,very_long,0.0141,0.0141,2,0,0,142,2,0,0,142,0
crosswoz_11248_turn2,crosswoz,non-streaming,very_long,0.0141,0.0141,2,0,0,142,2,0,0,142,0
multiwoz_MUL2157_turn3,multiwoz,streaming,very_long,0.1467,0.0789,5,1,5,75,2,1,28,393,0
multiwoz_MUL2157_turn3,multiwoz,non-streaming,very_long,0.1733,0.0916,5,2,6,75,2,2,32,393,0
multiwoz_PMUL2936_turn4,multiwoz,streaming,very_long,0.1605,0.0860,6,1,6,81,2,3,32,430,0
multiwoz_PMUL2936_turn4,multiwoz,non-streaming,very_long,0.1728,0.0953,5,1,8,81,1,4,36,430,0
crosswoz_10296_turn3,crosswoz,streaming,very_long,0.0284,0.0284,3,0,1,141,3,0,1,141,0
crosswoz_10296_turn3,crosswoz,non-streaming,very_long,0.0284,0.0284,3,0,1,141,3,0,1,141,0
crosswoz_962_turn3,crosswoz,streaming,very_long,0.0423,0.0423,5,0,1,142,5,0,1,142,0
crosswoz_962_turn3,crosswoz,non-streaming,very_long,0.0915,0.0915,12,0,1,142,12,0,1,142,0
crosswoz_7652_turn2,crosswoz,streaming,very_long,0.3616,0.3616,16,46,2,177,16,46,2,177,0
crosswoz_7652_turn2,crosswoz,non-streaming,very_long,0.3559,0.3559,15,46,2,177,15,46,2,177,0
crosswoz_11361_turn3,crosswoz,streaming,very_long,0.0567,0.0567,8,0,0,141,8,0,0,141,0
crosswoz_11361_turn3,crosswoz,non-streaming,very_long,0.0496,0.0496,7,0,0,141,7,0,0,141,0
multiwoz_PMUL2175_turn4,multiwoz,streaming,very_long,0.1461,0.0911,8,1,4,89,20,9,14,472,0
multiwoz_PMUL2175_turn4,multiwoz,non-streaming,very_long,0.1236,0.0784,6,0,5,89,18,4,15,472,0
multiwoz_MUL0789_turn3,multiwoz,streaming,very_long,0.2000,0.1051,7,2,8,85,11,6,28,428,0
multiwoz_MUL0789_turn3,multiwoz,non-streaming,very_long,0.1765,0.1005,8,1,6,85,11,6,26,428,0
multiwoz_PMUL1904_turn4,multiwoz,streaming,very_long,0.1839,0.1059,5,4,7,87,4,15,26,425,0
multiwoz_PMUL1904_turn4,multiwoz,non-streaming,very_long,0.1839,0.1247,4,4,8,87,11,15,27,425,0
crosswoz_9173_turn3,crosswoz,streaming,very_long,0.0552,0.0552,7,0,1,145,7,0,1,145,0
crosswoz_9173_turn3,crosswoz,non-streaming,very_long,0.0483,0.0483,6,0,1,145,6,0,1,145,0
multiwoz_MUL1001_turn3,multiwoz,streaming,very_long,0.1685,0.0867,8,2,5,89,12,4,25,473,0
multiwoz_MUL1001_turn3,multiwoz,non-streaming,very_long,0.1573,0.0930,8,1,5,89,14,4,26,473,0
multiwoz_PMUL4885_turn4,multiwoz,streaming,very_long,0.2043,0.1000,11,3,5,93,15,8,20,430,0
multiwoz_PMUL4885_turn4,multiwoz,non-streaming,very_long,0.1613,0.0977,10,0,5,93,12,3,27,430,0
multiwoz_MUL0084_turn4,multiwoz,streaming,very_long,0.2211,0.0894,9,2,10,95,7,3,32,470,0
multiwoz_MUL0084_turn4,multiwoz,non-streaming,very_long,0.1789,0.1106,7,1,9,95,9,2,41,470,0
multiwoz_PMUL1745_turn4,multiwoz,streaming,very_long,0.0667,0.0664,4,0,3,105,5,0,28,497,0
multiwoz_PMUL1745_turn4,multiwoz,non-streaming,very_long,0.0571,0.0563,3,0,3,105,1,2,25,497,0
crosswoz_8907_turn3,crosswoz,streaming,very_long,0.0325,0.0325,4,0,1,154,4,0,1,154,0
crosswoz_8907_turn3,crosswoz,non-streaming,very_long,0.0325,0.0325,4,0,1,154,4,0,1,154,0
crosswoz_11893_turn3,crosswoz,streaming,very_long,0.0331,0.0331,3,0,2,151,3,0,2,151,0
crosswoz_11893_turn3,crosswoz,non-streaming,very_long,0.0265,0.0265,3,0,1,151,3,0,1,151,0
crosswoz_11592_turn2,crosswoz,streaming,very_long,0.0667,0.0667,8,0,1,135,8,0,1,135,0
crosswoz_11592_turn2,crosswoz,non-streaming,very_long,0.0667,0.0667,9,0,0,135,9,0,0,135,0
crosswoz_11613_turn4,crosswoz,streaming,very_long,0.0748,0.0748,4,2,5,147,4,2,5,147,0
