sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,wer,cer,divergence_count,error
multiwoz_PMUL0237_turn7,72.26,extra_long,la_streaming,1807.92,1762.16,45.77,0.2531,0.1209,1,
crosswoz_11406_turn6,72.34,extra_long,la_streaming,1235.56,1193.12,42.44,0.0872,0.1201,2,
crosswoz_12315_turn6,72.59,extra_long,la_streaming,1955.59,1910.96,44.63,0.0797,0.1186,1,
multiwoz_MUL1353_turn6,72.88,extra_long,la_streaming,2344.39,2298.35,46.04,0.2688,0.1328,0,
multiwoz_MUL1191_turn6,72.97,extra_long,la_streaming,2366.24,2318.33,47.91,0.3369,0.1760,0,
crosswoz_11248_turn4,73.00,extra_long,la_streaming,4427.15,4375.80,51.35,0.0386,0.0752,0,
crosswoz_8202_turn6,73.18,extra_long,la_streaming,2387.01,2342.42,44.60,0.0762,0.1115,2,
crosswoz_11893_turn6,73.40,extra_long,la_streaming,2395.54,2335.83,59.71,0.0530,0.0934,1,
crosswoz_7196_turn5,73.73,extra_long,la_streaming,3770.01,3660.34,109.67,0.0939,0.1313,0,
crosswoz_10661_turn6,73.96,extra_long,la_streaming,1251.71,1206.22,45.49,0.0658,0.1139,0,
crosswoz_9173_turn6,74.95,extra_long,la_streaming,1448.58,1402.76,45.82,0.0295,0.0872,4,
crosswoz_12299_turn6,75.37,extra_long,la_streaming,2984.55,2938.69,45.86,0.0641,0.1138,0,
crosswoz_12011_turn5,75.75,extra_long,la_streaming,2044.47,1998.68,45.79,0.0597,0.1040,1,
crosswoz_7701_turn6,75.85,extra_long,la_streaming,1848.62,1686.56,162.06,0.2442,0.2853,4,
crosswoz_8707_turn5,76.44,extra_long,la_streaming,2762.37,2718.15,44.21,0.1156,0.1498,3,
crosswoz_98_turn5,78.18,extra_long,la_streaming,1515.29,1470.85,44.45,0.1047,0.1283,0,
crosswoz_9577_turn6,78.19,extra_long,la_streaming,1984.96,1938.84,46.12,0.0606,0.0941,0,
crosswoz_10296_turn7,78.52,extra_long,la_streaming,2702.44,2640.61,61.83,0.0400,0.0920,1,
crosswoz_7310_turn6,78.56,extra_long,la_streaming,1921.23,1866.47,54.76,0.0557,0.0928,1,
crosswoz_9033_turn6,78.88,extra_long,la_streaming,1768.26,1723.46,44.80,0.0526,0.0863,0,
crosswoz_11592_turn5,79.84,extra_long,la_streaming,2837.94,2793.35,44.59,0.2467,0.2662,3,
crosswoz_11730_turn6,79.86,extra_long,la_streaming,1813.46,1759.21,54.26,0.1511,0.1977,2,
crosswoz_497_turn8,79.98,extra_long,la_streaming,1660.12,1614.99,45.14,0.0588,0.0936,0,
crosswoz_8424_turn5,80.12,extra_long,la_streaming,1974.40,1930.63,43.77,0.0517,0.0885,2,
crosswoz_8436_turn5,80.13,extra_long,la_streaming,3272.09,3224.23,47.86,0.0483,0.0986,1,
crosswoz_10382_turn6,80.77,extra_long,la_streaming,1235.85,1190.12,45.73,0.2762,0.2958,2,
crosswoz_8907_turn6,81.18,extra_long,la_streaming,2337.76,2290.48,47.27,0.0597,0.0934,0,
crosswoz_10331_turn5,81.56,extra_long,la_streaming,5160.46,5115.81,44.65,0.0649,0.1083,0,
crosswoz_8672_turn8,81.58,extra_long,la_streaming,1725.42,1678.41,47.01,0.0557,0.0983,2,
crosswoz_9365_turn6,81.77,extra_long,la_streaming,2672.34,2627.65,44.69,0.0742,0.1193,5,
crosswoz_9200_turn6,81.87,extra_long,la_streaming,1759.07,1713.50,45.57,0.0186,0.0704,4,
crosswoz_11613_turn8,81.98,extra_long,la_streaming,2413.27,2348.40,64.87,0.0617,0.1275,3,
crosswoz_11334_turn7,82.63,extra_long,la_streaming,1488.42,1443.63,44.79,0.0964,0.1567,2,
crosswoz_962_turn5,83.24,extra_long,la_streaming,1860.59,1814.84,45.76,0.0948,0.1280,1,
crosswoz_10574_turn7,83.48,extra_long,la_streaming,2224.39,2179.74,44.65,0.0541,0.0845,1,
crosswoz_11613_turn9,83.64,extra_long,la_streaming,1869.58,1817.62,51.96,0.2689,0.3079,7,
crosswoz_10197_turn7,83.87,extra_long,la_streaming,1563.37,1517.44,45.94,0.1080,0.1493,1,
crosswoz_11248_turn5,84.35,extra_long,la_streaming,2190.70,2146.58,44.12,0.0426,0.0829,1,
crosswoz_11735_turn6,84.73,extra_long,la_streaming,1443.90,1400.29,43.60,0.0471,0.0940,3,
crosswoz_3145_turn6,84.78,extra_long,la_streaming,3038.65,2993.54,45.12,0.0511,0.1011,2,
crosswoz_8202_turn7,84.83,extra_long,la_streaming,1589.74,1546.14,43.60,0.0629,0.0989,1,
crosswoz_9173_turn7,85.55,extra_long,la_streaming,2213.55,2168.52,45.03,0.0605,0.1151,4,
crosswoz_422_turn7,86.13,extra_long,la_streaming,1286.54,1242.52,44.02,0.0693,0.1190,2,
crosswoz_12315_turn7,86.22,extra_long,la_streaming,3453.51,3408.81,44.70,0.0805,0.1108,0,
crosswoz_1101_turn6,86.30,extra_long,la_streaming,3612.19,3539.36,72.83,0.1392,0.1784,4,
crosswoz_10749_turn7,86.67,extra_long,la_streaming,1614.88,1570.71,44.17,0.0511,0.0984,0,
crosswoz_9138_turn6,88.11,extra_long,la_streaming,2531.07,2485.34,45.72,0.0428,0.0925,3,
crosswoz_9275_turn4,88.19,extra_long,la_streaming,1626.62,1582.73,43.89,0.0823,0.1545,1,
crosswoz_11406_turn7,88.25,extra_long,la_streaming,1793.45,1744.61,48.85,0.0752,0.1105,3,
crosswoz_10661_turn7,88.57,extra_long,la_streaming,1352.16,1300.16,51.99,0.0604,0.1005,1,
crosswoz_11730_turn7,88.61,extra_long,la_streaming,2086.01,2040.45,45.57,0.1520,0.2000,1,
crosswoz_10382_turn7,90.62,extra_long,la_streaming,2153.58,2076.64,76.94,0.2345,0.2544,3,
crosswoz_8707_turn6,90.69,extra_long,la_streaming,1885.85,1840.42,45.43,0.2535,0.2730,5,
crosswoz_9394_turn5,90.73,extra_long,la_streaming,2105.74,2044.47,61.27,0.0997,0.1475,2,
crosswoz_10296_turn8,90.87,extra_long,la_streaming,1528.46,1485.00,43.46,0.0375,0.0749,1,
crosswoz_9080_turn6,91.27,extra_long,la_streaming,2009.13,1963.17,45.96,0.0546,0.1024,1,
crosswoz_7701_turn7,91.39,extra_long,la_streaming,1713.77,1669.23,44.54,0.0499,0.1029,2,
crosswoz_8796_turn5,91.47,extra_long,la_streaming,1548.48,1491.20,57.28,0.0907,0.1310,3,
crosswoz_11893_turn7,91.63,extra_long,la_streaming,1502.24,1457.39,44.85,0.0453,0.0902,1,
crosswoz_8202_turn9,92.69,extra_long,la_streaming,2158.21,2113.81,44.40,0.1863,0.2149,3,
crosswoz_7310_turn7,92.80,extra_long,la_streaming,1749.37,1703.56,45.82,0.1527,0.1838,0,
crosswoz_12299_turn7,93.05,extra_long,la_streaming,1993.10,1948.24,44.86,0.0744,0.1210,0,
crosswoz_7196_turn6,93.16,extra_long,la_streaming,1883.02,1827.47,55.55,0.1640,0.1990,1,
crosswoz_98_turn6,93.20,extra_long,la_streaming,1268.59,1218.34,50.25,0.0974,0.1588,2,
crosswoz_8717_turn5,93.45,extra_long,la_streaming,1962.70,1918.52,44.18,0.1014,0.1417,3,
crosswoz_11334_turn8,94.09,extra_long,la_streaming,1827.86,1783.13,44.73,0.0593,0.1071,4,
crosswoz_10574_turn8,94.41,extra_long,la_streaming,1591.96,1548.10,43.86,0.0521,0.0903,0,
crosswoz_8707_turn7,94.76,extra_long,la_streaming,1963.86,1918.63,45.23,0.2200,0.2590,2,
crosswoz_7701_turn8,95.00,extra_long,la_streaming,1408.82,1353.64,55.18,0.0863,0.1208,2,
crosswoz_9577_turn7,95.45,extra_long,la_streaming,1795.53,1750.12,45.40,0.0319,0.0621,0,
crosswoz_12298_turn6,95.78,extra_long,la_streaming,3708.77,3663.56,45.20,0.0563,0.1127,3,
crosswoz_11406_turn8,95.82,extra_long,la_streaming,1404.96,1357.41,47.55,0.0897,0.1262,3,
crosswoz_12011_turn6,96.61,extra_long,la_streaming,1572.08,1527.67,44.40,0.3641,0.3835,1,
crosswoz_8202_turn8,96.85,extra_long,la_streaming,2241.57,2192.83,48.74,0.0631,0.1141,1,
crosswoz_8672_turn9,96.92,extra_long,la_streaming,1291.29,1247.16,44.13,0.4275,0.4340,5,
crosswoz_10296_turn9,97.12,extra_long,la_streaming,1661.57,1617.55,44.01,0.0325,0.0841,1,
crosswoz_7652_turn5,97.13,extra_long,la_streaming,2045.86,2001.48,44.38,0.0980,0.1538,1,
crosswoz_11592_turn6,97.43,extra_long,la_streaming,1667.64,1623.08,44.56,0.1928,0.2225,6,
crosswoz_2228_turn7,97.83,extra_long,la_streaming,1573.11,1523.32,49.79,0.0431,0.0766,2,
crosswoz_12315_turn8,98.13,extra_long,la_streaming,1723.54,1679.59,43.95,0.0678,0.1090,1,
crosswoz_9033_turn7,98.59,extra_long,la_streaming,2211.11,2166.28,44.82,0.1005,0.1466,0,
crosswoz_9275_turn5,98.84,extra_long,la_streaming,2072.27,2025.38,46.89,0.0740,0.1291,4,
crosswoz_10749_turn8,99.03,extra_long,la_streaming,1525.71,1480.21,45.50,0.0458,0.0928,2,
crosswoz_8907_turn7,99.61,extra_long,la_streaming,4245.40,4195.87,49.53,0.0556,0.0874,1,
crosswoz_11730_turn8,99.66,extra_long,la_streaming,1713.92,1669.61,44.31,0.0498,0.1036,1,
crosswoz_9200_turn7,99.69,extra_long,la_streaming,2564.92,2520.70,44.22,0.0375,0.0810,2,
crosswoz_9365_turn7,100.19,extra_long,la_streaming,1962.82,1916.44,46.39,0.0572,0.1045,5,
crosswoz_10197_turn8,100.23,extra_long,la_streaming,1634.27,1588.11,46.16,0.0993,0.1416,1,
crosswoz_10574_turn9,100.64,extra_long,la_streaming,2422.21,2372.89,49.32,0.0370,0.0773,2,
crosswoz_10040_turn7,100.72,extra_long,la_streaming,1662.38,1617.04,45.34,0.0923,0.1473,3,
crosswoz_3145_turn7,101.27,extra_long,la_streaming,1900.89,1856.95,43.94,0.0531,0.0951,0,
crosswoz_9080_turn7,101.42,extra_long,la_streaming,1721.34,1676.55,44.79,0.0499,0.0868,0,
crosswoz_11248_turn6,101.94,extra_long,la_streaming,1861.00,1815.95,45.05,0.0609,0.1091,3,
crosswoz_1101_turn7,102.08,extra_long,la_streaming,5026.46,4978.57,47.90,0.0902,0.1360,1,
crosswoz_8796_turn6,102.16,extra_long,la_streaming,2010.82,1946.31,64.50,0.0858,0.1262,1,
crosswoz_8424_turn6,102.40,extra_long,la_streaming,1575.56,1531.07,44.49,0.0546,0.0924,0,
crosswoz_8436_turn6,102.54,extra_long,la_streaming,1371.09,1327.16,43.93,0.0483,0.1023,3,
crosswoz_98_turn7,102.67,extra_long,la_streaming,1801.30,1699.77,101.54,0.0990,0.1523,2,
crosswoz_10382_turn8,102.95,extra_long,la_streaming,2013.59,1967.39,46.20,0.0773,0.1184,3,
crosswoz_11361_turn7,103.14,extra_long,la_streaming,2607.01,2558.56,48.45,0.0803,0.1425,4,
crosswoz_7196_turn7,103.87,extra_long,la_streaming,2495.46,2449.86,45.60,0.0845,0.1189,0,
crosswoz_12315_turn9,103.92,extra_long,la_streaming,2494.84,2437.28,57.56,0.1253,0.1509,2,
crosswoz_8672_turn10,103.99,extra_long,la_streaming,1502.29,1455.98,46.31,0.1352,0.1696,6,
crosswoz_11893_turn8,104.53,extra_long,la_streaming,2325.15,2225.17,99.98,0.0545,0.0989,4,
crosswoz_422_turn8,104.55,extra_long,la_streaming,2187.30,2142.28,45.02,0.0752,0.1050,3,
crosswoz_11334_turn9,104.65,extra_long,la_streaming,1626.90,1582.56,44.34,0.0713,0.1270,3,
crosswoz_12299_turn8,104.91,extra_long,la_streaming,2530.74,2486.82,43.92,0.0614,0.0897,0,
crosswoz_12011_turn7,105.08,extra_long,la_streaming,1641.55,1597.30,44.25,0.0747,0.1143,1,
crosswoz_497_turn9,105.20,extra_long,la_streaming,2011.52,1963.36,48.15,0.0386,0.0782,1,
crosswoz_1101_turn8,105.89,extra_long,la_streaming,1775.44,1730.11,45.32,0.1152,0.1707,5,
crosswoz_9956_turn10,105.89,extra_long,la_streaming,2669.18,2572.36,96.82,0.1278,0.1736,5,
crosswoz_10661_turn8,106.86,extra_long,la_streaming,2011.10,1967.93,43.17,0.0750,0.1118,3,
crosswoz_3145_turn8,106.97,extra_long,la_streaming,1122.45,1077.28,45.17,0.3347,0.3602,0,
crosswoz_10749_turn9,107.25,extra_long,la_streaming,1633.03,1585.69,47.34,0.0593,0.1036,0,
crosswoz_9173_turn8,107.57,extra_long,la_streaming,1876.83,1832.82,44.01,0.2573,0.2848,1,
crosswoz_10197_turn9,107.88,extra_long,la_streaming,2077.76,2030.77,46.99,0.1127,0.1603,3,
crosswoz_9200_turn8,107.90,extra_long,la_streaming,1766.70,1721.00,45.69,0.0320,0.0850,4,
crosswoz_12298_turn7,108.14,extra_long,la_streaming,2450.14,2359.54,90.60,0.0584,0.0991,2,
crosswoz_10296_turn10,108.77,extra_long,la_streaming,1862.84,1799.87,62.97,0.0449,0.0994,2,
crosswoz_9956_turn11,108.83,extra_long,la_streaming,2119.54,2054.86,64.68,0.1391,0.1896,3,
crosswoz_8717_turn6,109.11,extra_long,la_streaming,1773.00,1726.42,46.58,0.1187,0.1579,2,
crosswoz_11406_turn9,109.32,extra_long,la_streaming,1910.70,1866.66,44.04,0.0652,0.0998,3,
crosswoz_10331_turn6,109.55,extra_long,la_streaming,2019.10,1962.44,56.66,0.0680,0.1116,1,
crosswoz_11592_turn7,109.94,extra_long,la_streaming,2227.78,2181.26,46.52,0.0870,0.1268,4,
crosswoz_11735_turn7,111.10,extra_long,la_streaming,2390.20,2323.03,67.17,0.0482,0.0843,2,
crosswoz_962_turn6,111.61,extra_long,la_streaming,2031.92,1958.81,73.11,0.1236,0.1712,1,
crosswoz_9577_turn8,111.73,extra_long,la_streaming,2305.61,2257.09,48.52,0.0530,0.0844,1,
crosswoz_7196_turn8,111.98,extra_long,la_streaming,2530.37,2458.69,71.68,0.0541,0.0938,2,
crosswoz_7701_turn9,112.52,extra_long,la_streaming,2502.91,2456.03,46.88,0.0583,0.1224,4,
crosswoz_11613_turn10,112.89,extra_long,la_streaming,2290.77,2228.26,62.51,0.1236,0.1708,5,
crosswoz_8907_turn8,112.89,extra_long,la_streaming,1529.77,1482.38,47.39,0.0830,0.1118,2,
crosswoz_2228_turn8,113.03,extra_long,la_streaming,2481.27,2432.85,48.41,0.0560,0.0885,0,
crosswoz_9033_turn8,115.37,extra_long,la_streaming,3444.23,3400.15,44.08,0.0699,0.1255,1,
crosswoz_10040_turn8,115.68,extra_long,la_streaming,5309.89,5266.35,43.54,0.0935,0.1379,2,
crosswoz_9080_turn8,115.78,extra_long,la_streaming,1786.57,1737.69,48.88,0.0681,0.1181,0,
crosswoz_11730_turn9,115.94,extra_long,la_streaming,2860.26,2802.06,58.20,0.2366,0.2617,4,
crosswoz_10661_turn9,116.25,extra_long,la_streaming,1754.32,1708.73,45.59,0.0640,0.1155,2,
crosswoz_9138_turn7,116.46,extra_long,la_streaming,1840.21,1796.08,44.13,0.0523,0.0911,3,
crosswoz_11592_turn8,116.61,extra_long,la_streaming,2388.42,2341.84,46.58,0.0674,0.1176,6,
crosswoz_10749_turn10,117.50,extra_long,la_streaming,1444.87,1396.66,48.21,0.2276,0.2559,3,
crosswoz_8707_turn8,117.71,extra_long,la_streaming,1860.86,1815.44,45.41,0.1660,0.2039,5,
crosswoz_11334_turn10,117.88,extra_long,la_streaming,1854.28,1800.88,53.41,0.0814,0.1190,1,
crosswoz_10382_turn9,118.54,extra_long,la_streaming,1639.28,1563.80,75.48,0.0676,0.1209,2,
crosswoz_8796_turn7,119.41,extra_long,la_streaming,2602.74,2557.73,45.01,0.0729,0.1066,5,
crosswoz_497_turn10,119.47,extra_long,la_streaming,2672.47,2624.98,47.49,0.0642,0.1163,1,
crosswoz_8202_turn10,119.53,extra_long,la_streaming,1682.56,1638.90,43.65,0.0482,0.0829,4,
