sample_id,dataset,language,dialog_id,turn_index,text_length,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
crosswoz_7196_turn2,crosswoz,zh,7196,2,102,19.83,long,baseline,2224.38,2150.93,73.45,
crosswoz_7196_turn2,crosswoz,zh,7196,2,102,19.83,long,streaming_asr_only,1864.74,1795.60,69.14,
crosswoz_7196_turn2,crosswoz,zh,7196,2,102,19.83,long,full_streaming,2065.54,1914.16,151.38,
multiwoz_MUL0666_turn2,multiwoz,en,MUL0666,2,284,19.86,long,baseline,1360.27,1300.59,59.68,
multiwoz_MUL0666_turn2,multiwoz,en,MUL0666,2,284,19.86,long,streaming_asr_only,1001.43,934.64,66.79,
multiwoz_MUL0666_turn2,multiwoz,en,MUL0666,2,284,19.86,long,full_streaming,956.09,851.24,104.85,
multiwoz_MUL0641_turn2,multiwoz,en,MUL0641,2,299,20.17,long,baseline,1474.66,1417.97,56.69,
multiwoz_MUL0641_turn2,multiwoz,en,MUL0641,2,299,20.17,long,streaming_asr_only,1584.00,1522.05,61.94,
multiwoz_MUL0641_turn2,multiwoz,en,MUL0641,2,299,20.17,long,full_streaming,1627.78,1525.75,102.04,
crosswoz_1101_turn2,crosswoz,zh,1101,2,94,20.52,long,baseline,1826.00,1767.43,58.57,
crosswoz_1101_turn2,crosswoz,zh,1101,2,94,20.52,long,streaming_asr_only,678.40,612.98,65.42,
crosswoz_1101_turn2,crosswoz,zh,1101,2,94,20.52,long,full_streaming,795.73,708.98,86.74,
multiwoz_PMUL0237_turn4,multiwoz,en,PMUL0237,4,323,20.55,long,baseline,1514.39,1468.14,46.26,
multiwoz_PMUL0237_turn4,multiwoz,en,PMUL0237,4,323,20.55,long,streaming_asr_only,1588.01,1528.32,59.69,
multiwoz_PMUL0237_turn4,multiwoz,en,PMUL0237,4,323,20.55,long,full_streaming,1681.15,1580.38,100.77,
crosswoz_8707_turn2,crosswoz,zh,8707,2,96,20.62,long,baseline,1710.15,1651.03,59.12,
crosswoz_8707_turn2,crosswoz,zh,8707,2,96,20.62,long,streaming_asr_only,1873.70,1813.53,60.17,
crosswoz_8707_turn2,crosswoz,zh,8707,2,96,20.62,long,full_streaming,1817.89,1717.96,99.93,
crosswoz_8907_turn2,crosswoz,zh,8907,2,108,20.70,long,baseline,1805.01,1744.14,60.87,
crosswoz_8907_turn2,crosswoz,zh,8907,2,108,20.70,long,streaming_asr_only,1868.00,1805.60,62.40,
crosswoz_8907_turn2,crosswoz,zh,8907,2,108,20.70,long,full_streaming,1931.72,1829.10,102.62,
multiwoz_MUL1215_turn2,multiwoz,en,MUL1215,2,220,20.93,long,baseline,1336.89,1279.60,57.29,
multiwoz_MUL1215_turn2,multiwoz,en,MUL1215,2,220,20.93,long,streaming_asr_only,1474.15,1403.57,70.58,
multiwoz_MUL1215_turn2,multiwoz,en,MUL1215,2,220,20.93,long,full_streaming,1521.68,1415.49,106.18,
multiwoz_MUL1353_turn2,multiwoz,en,MUL1353,2,289,21.07,long,baseline,1438.79,1381.58,57.21,
multiwoz_MUL1353_turn2,multiwoz,en,MUL1353,2,289,21.07,long,streaming_asr_only,987.13,914.97,72.17,
multiwoz_MUL1353_turn2,multiwoz,en,MUL1353,2,289,21.07,long,full_streaming,994.32,911.71,82.61,
multiwoz_PMUL2590_turn3,multiwoz,en,PMUL2590,3,294,21.14,long,baseline,1441.22,1378.67,62.55,
multiwoz_PMUL2590_turn3,multiwoz,en,PMUL2590,3,294,21.14,long,streaming_asr_only,934.05,873.31,60.74,
multiwoz_PMUL2590_turn3,multiwoz,en,PMUL2590,3,294,21.14,long,full_streaming,907.97,816.83,91.15,
crosswoz_11334_turn2,crosswoz,zh,11334,2,103,21.25,long,baseline,1892.35,1834.99,57.36,
crosswoz_11334_turn2,crosswoz,zh,11334,2,103,21.25,long,streaming_asr_only,1300.85,1238.22,62.63,
crosswoz_11334_turn2,crosswoz,zh,11334,2,103,21.25,long,full_streaming,1318.44,1235.85,82.59,
crosswoz_10749_turn2,crosswoz,zh,10749,2,103,21.50,long,baseline,1878.84,1823.09,55.75,
crosswoz_10749_turn2,crosswoz,zh,10749,2,103,21.50,long,streaming_asr_only,1283.50,1207.08,76.42,
crosswoz_10749_turn2,crosswoz,zh,10749,2,103,21.50,long,full_streaming,1284.53,1199.72,84.81,
multiwoz_PMUL2296_turn2,multiwoz,en,PMUL2296,2,326,21.51,long,baseline,1427.75,1377.12,50.62,
multiwoz_PMUL2296_turn2,multiwoz,en,PMUL2296,2,326,21.51,long,streaming_asr_only,874.80,808.77,66.03,
multiwoz_PMUL2296_turn2,multiwoz,en,PMUL2296,2,326,21.51,long,full_streaming,916.64,832.15,84.49,
crosswoz_9577_turn2,crosswoz,zh,9577,2,109,21.77,long,baseline,1790.37,1730.39,59.98,
crosswoz_9577_turn2,crosswoz,zh,9577,2,109,21.77,long,streaming_asr_only,1135.97,1070.87,65.10,
crosswoz_9577_turn2,crosswoz,zh,9577,2,109,21.77,long,full_streaming,1141.44,1052.08,89.36,
crosswoz_9173_turn2,crosswoz,zh,9173,2,110,22.05,long,baseline,1684.60,1623.64,60.96,
crosswoz_9173_turn2,crosswoz,zh,9173,2,110,22.05,long,streaming_asr_only,1154.89,1090.84,64.05,
crosswoz_9173_turn2,crosswoz,zh,9173,2,110,22.05,long,full_streaming,1203.72,1112.49,91.23,
multiwoz_MUL0176_turn3,multiwoz,en,MUL0176,3,360,22.07,long,baseline,1512.28,1465.79,46.48,
multiwoz_MUL0176_turn3,multiwoz,en,MUL0176,3,360,22.07,long,streaming_asr_only,1228.59,1163.66,64.93,
multiwoz_MUL0176_turn3,multiwoz,en,MUL0176,3,360,22.07,long,full_streaming,1283.25,1193.92,89.33,
multiwoz_MUL0084_turn3,multiwoz,en,MUL0084,3,285,22.15,long,baseline,1529.02,1482.91,46.10,
multiwoz_MUL0084_turn3,multiwoz,en,MUL0084,3,285,22.15,long,streaming_asr_only,923.63,853.77,69.85,
multiwoz_MUL0084_turn3,multiwoz,en,MUL0084,3,285,22.15,long,full_streaming,937.20,850.02,87.18,
crosswoz_11730_turn2,crosswoz,zh,11730,2,112,22.45,long,baseline,1867.08,1813.42,53.67,
crosswoz_11730_turn2,crosswoz,zh,11730,2,112,22.45,long,streaming_asr_only,1086.19,1020.29,65.90,
crosswoz_11730_turn2,crosswoz,zh,11730,2,112,22.45,long,full_streaming,1103.71,1016.49,87.22,
crosswoz_10331_turn2,crosswoz,zh,10331,2,113,22.48,long,baseline,1842.50,1784.62,57.88,
crosswoz_10331_turn2,crosswoz,zh,10331,2,113,22.48,long,streaming_asr_only,1130.62,1068.54,62.08,
crosswoz_10331_turn2,crosswoz,zh,10331,2,113,22.48,long,full_streaming,1205.99,1081.88,124.11,
multiwoz_MUL1332_turn3,multiwoz,en,MUL1332,3,286,22.52,long,baseline,1616.29,1569.51,46.78,
multiwoz_MUL1332_turn3,multiwoz,en,MUL1332,3,286,22.52,long,streaming_asr_only,1202.08,1139.57,62.51,
multiwoz_MUL1332_turn3,multiwoz,en,MUL1332,3,286,22.52,long,full_streaming,1271.15,1163.64,107.51,
multiwoz_PMUL1904_turn3,multiwoz,en,PMUL1904,3,293,22.54,long,baseline,1546.07,1485.71,60.36,
multiwoz_PMUL1904_turn3,multiwoz,en,PMUL1904,3,293,22.54,long,streaming_asr_only,877.67,810.25,67.42,
multiwoz_PMUL1904_turn3,multiwoz,en,PMUL1904,3,293,22.54,long,full_streaming,1025.61,941.73,83.88,
multiwoz_PMUL1745_turn3,multiwoz,en,PMUL1745,3,314,22.56,long,baseline,1503.41,1456.89,46.52,
multiwoz_PMUL1745_turn3,multiwoz,en,PMUL1745,3,314,22.56,long,streaming_asr_only,713.18,639.37,73.81,
multiwoz_PMUL1745_turn3,multiwoz,en,PMUL1745,3,314,22.56,long,full_streaming,729.38,619.17,110.21,
multiwoz_MUL2018_turn3,multiwoz,en,MUL2018,3,323,22.81,long,baseline,1554.61,1503.78,50.83,
multiwoz_MUL2018_turn3,multiwoz,en,MUL2018,3,323,22.81,long,streaming_asr_only,849.84,773.57,76.27,
multiwoz_MUL2018_turn3,multiwoz,en,MUL2018,3,323,22.81,long,full_streaming,860.76,767.43,93.33,
crosswoz_98_turn2,crosswoz,zh,98,2,104,22.87,long,baseline,1932.21,1889.37,42.84,
crosswoz_98_turn2,crosswoz,zh,98,2,104,22.87,long,streaming_asr_only,849.16,782.32,66.84,
crosswoz_98_turn2,crosswoz,zh,98,2,104,22.87,long,full_streaming,873.53,780.98,92.55,
crosswoz_10040_turn2,crosswoz,zh,10040,2,112,22.91,long,baseline,1916.41,1871.01,45.41,
crosswoz_10040_turn2,crosswoz,zh,10040,2,112,22.91,long,streaming_asr_only,951.24,878.39,72.85,
crosswoz_10040_turn2,crosswoz,zh,10040,2,112,22.91,long,full_streaming,979.75,896.03,83.73,
multiwoz_MUL0183_turn2,multiwoz,en,MUL0183,2,343,23.18,long,baseline,1515.31,1469.11,46.20,
multiwoz_MUL0183_turn2,multiwoz,en,MUL0183,2,343,23.18,long,streaming_asr_only,696.05,630.21,65.83,
multiwoz_MUL0183_turn2,multiwoz,en,MUL0183,2,343,23.18,long,full_streaming,743.19,654.03,89.16,
multiwoz_PMUL2034_turn2,multiwoz,en,PMUL2034,2,348,23.42,long,baseline,1497.47,1452.91,44.56,
multiwoz_PMUL2034_turn2,multiwoz,en,PMUL2034,2,348,23.42,long,streaming_asr_only,1173.45,1110.23,63.22,
multiwoz_PMUL2034_turn2,multiwoz,en,PMUL2034,2,348,23.42,long,full_streaming,1240.10,1155.03,85.08,
multiwoz_MUL0874_turn3,multiwoz,en,MUL0874,3,344,23.46,long,baseline,1828.99,1767.73,61.25,
multiwoz_MUL0874_turn3,multiwoz,en,MUL0874,3,344,23.46,long,streaming_asr_only,1283.40,1218.94,64.46,
multiwoz_MUL0874_turn3,multiwoz,en,MUL0874,3,344,23.46,long,full_streaming,1240.47,1157.06,83.41,
multiwoz_PMUL4612_turn3,multiwoz,en,PMUL4612,3,362,23.52,long,baseline,1636.84,1576.01,60.83,
multiwoz_PMUL4612_turn3,multiwoz,en,PMUL4612,3,362,23.52,long,streaming_asr_only,1063.31,999.97,63.34,
multiwoz_PMUL4612_turn3,multiwoz,en,PMUL4612,3,362,23.52,long,full_streaming,932.20,841.82,90.38,
crosswoz_11361_turn2,crosswoz,zh,11361,2,120,23.64,long,baseline,2108.31,2048.70,59.61,
crosswoz_11361_turn2,crosswoz,zh,11361,2,120,23.64,long,streaming_asr_only,1557.08,1492.84,64.24,
crosswoz_11361_turn2,crosswoz,zh,11361,2,120,23.64,long,full_streaming,1588.77,1499.57,89.20,
multiwoz_PMUL2936_turn3,multiwoz,en,PMUL2936,3,329,23.88,long,baseline,1622.06,1548.25,73.81,
multiwoz_PMUL2936_turn3,multiwoz,en,PMUL2936,3,329,23.88,long,streaming_asr_only,1580.23,1511.65,68.58,
multiwoz_PMUL2936_turn3,multiwoz,en,PMUL2936,3,329,23.88,long,full_streaming,1574.49,1489.29,85.20,
multiwoz_PMUL0085_turn3,multiwoz,en,PMUL0085,3,321,24.01,long,baseline,1380.12,1323.34,56.77,
multiwoz_PMUL0085_turn3,multiwoz,en,PMUL0085,3,321,24.01,long,streaming_asr_only,1018.23,942.06,76.17,
multiwoz_PMUL0085_turn3,multiwoz,en,PMUL0085,3,321,24.01,long,full_streaming,999.76,910.47,89.29,
crosswoz_11613_turn3,crosswoz,zh,11613,3,112,24.09,long,baseline,2002.83,1944.61,58.22,
crosswoz_11613_turn3,crosswoz,zh,11613,3,112,24.09,long,streaming_asr_only,707.79,643.97,63.83,
crosswoz_11613_turn3,crosswoz,zh,11613,3,112,24.09,long,full_streaming,743.26,654.86,88.40,
crosswoz_8202_turn2,crosswoz,zh,8202,2,117,24.22,long,baseline,1855.54,1806.42,49.12,
