sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,wer,cer,divergence_count,error
crosswoz_10040_turn2,22.91,long,la_streaming,1513.55,1466.86,46.69,0.0619,0.1200,2,
crosswoz_10040_turn3,39.23,very_long,la_streaming,2879.31,2831.04,48.26,0.0566,0.1037,3,
