sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
aishell1_S0013_01,14.27,medium,streaming,1438.19,510.28,927.91,
aishell1_S0013_01,14.27,medium,non-streaming,1563.13,1507.20,55.93,
aishell1_S0025_01,14.44,medium,streaming,1676.96,642.04,1034.91,
aishell1_S0025_01,14.44,medium,non-streaming,1550.46,1499.02,51.44,
aishell1_S0020_01,14.76,medium,streaming,1720.54,748.70,971.85,
aishell1_S0020_01,14.76,medium,non-streaming,1411.35,1370.76,40.58,
aishell1_S0011_01,15.63,long,streaming,1835.10,812.84,1022.26,
aishell1_S0011_01,15.63,long,non-streaming,1729.28,1685.22,44.06,
aishell1_S0018_01,15.75,long,streaming,1338.79,1236.62,102.17,
aishell1_S0018_01,15.75,long,non-streaming,1816.91,1772.03,44.88,
aishell1_S0008_01,16.08,long,streaming,1386.74,515.62,871.12,
aishell1_S0008_01,16.08,long,non-streaming,1495.65,1438.92,56.74,
aishell1_S0021_01,16.15,long,streaming,1202.34,1111.42,90.91,
aishell1_S0021_01,16.15,long,non-streaming,1484.05,1431.97,52.08,
aishell1_S0019_01,16.51,long,streaming,1970.74,718.06,1252.68,
aishell1_S0019_01,16.51,long,non-streaming,1747.08,1706.74,40.33,
aishell1_S0017_01,17.06,long,streaming,1739.71,828.93,910.79,
aishell1_S0017_01,17.06,long,non-streaming,1605.84,1543.94,61.90,
aishell1_S0024_01,17.11,long,streaming,1501.24,470.05,1031.19,
aishell1_S0024_01,17.11,long,non-streaming,1713.49,1663.36,50.12,
aishell1_S0029_01,17.16,long,streaming,1663.83,713.93,949.91,
aishell1_S0029_01,17.16,long,non-streaming,1690.90,1643.56,47.33,
aishell1_S0015_01,17.39,long,streaming,1894.45,864.96,1029.49,
aishell1_S0015_01,17.39,long,non-streaming,1626.38,1585.81,40.57,
aishell1_S0022_01,17.73,long,streaming,1856.25,774.93,1081.32,
aishell1_S0022_01,17.73,long,non-streaming,1699.61,1653.23,46.38,
aishell1_S0031_01,18.54,long,streaming,1697.12,612.41,1084.71,
aishell1_S0031_01,18.54,long,non-streaming,1718.14,1671.66,46.48,
aishell1_S0007_01,18.82,long,streaming,2253.89,1124.98,1128.90,
aishell1_S0007_01,18.82,long,non-streaming,1641.03,1594.37,46.65,
aishell1_S0059_01,27.84,long,streaming,1951.09,859.63,1091.46,
aishell1_S0059_01,27.84,long,non-streaming,2932.31,2886.17,46.14,
aishell1_S0060_01,28.03,long,streaming,1251.10,321.98,929.13,
aishell1_S0060_01,28.03,long,non-streaming,2132.24,2088.93,43.31,
aishell1_S0045_01,28.23,long,streaming,1297.41,491.84,805.57,
aishell1_S0045_01,28.23,long,non-streaming,2041.46,1985.28,56.18,
aishell1_S0039_01,28.68,long,streaming,1768.03,728.35,1039.68,
aishell1_S0039_01,28.68,long,non-streaming,2081.09,2033.55,47.54,
aishell1_S0054_01,28.77,long,streaming,1614.39,699.04,915.36,
aishell1_S0054_01,28.77,long,non-streaming,2116.50,2069.44,47.06,
aishell1_S0052_01,29.00,long,streaming,1632.23,535.42,1096.80,
aishell1_S0052_01,29.00,long,non-streaming,2043.41,1996.19,47.22,
aishell1_S0046_01,29.08,long,streaming,1010.32,148.65,861.67,
aishell1_S0046_01,29.08,long,non-streaming,2138.50,2090.87,47.62,
aishell1_S0037_01,29.18,long,streaming,1372.41,512.94,859.47,
aishell1_S0037_01,29.18,long,non-streaming,2275.81,2231.69,44.12,
aishell1_S0057_01,30.49,very_long,streaming,1820.91,898.19,922.72,
aishell1_S0057_01,30.49,very_long,non-streaming,3096.05,3052.84,43.22,
aishell1_S0044_01,30.73,very_long,streaming,1857.71,858.38,999.33,
aishell1_S0044_01,30.73,very_long,non-streaming,3397.13,3352.49,44.64,
aishell1_S0048_01,31.09,very_long,streaming,958.16,77.90,880.27,
aishell1_S0048_01,31.09,very_long,non-streaming,2839.77,2797.38,42.39,
aishell1_S0040_01,31.13,very_long,streaming,1480.35,347.30,1133.05,
aishell1_S0040_01,31.13,very_long,non-streaming,3056.57,3011.14,45.42,
aishell1_S0034_01,31.65,very_long,streaming,1571.93,474.22,1097.70,
aishell1_S0034_01,31.65,very_long,non-streaming,2982.12,2926.39,55.73,
aishell1_S0042_01,32.14,very_long,streaming,1861.41,843.10,1018.31,
aishell1_S0042_01,32.14,very_long,non-streaming,2975.19,2930.77,44.42,
aishell1_S0050_01,32.85,very_long,streaming,2084.15,966.75,1117.40,
aishell1_S0050_01,32.85,very_long,non-streaming,3160.19,3085.65,74.54,
