comparison,scope,family,role,left_system,right_system,direction,n_samples,n_dialogues,mean_left_ms,mean_right_ms,diff_mean_ms,diff_ci95_lo_ms,diff_ci95_hi_ms,improvement_pct,improvement_ci95_lo_pct,improvement_ci95_hi_pct,wilcoxon_stat_dialogue,p_raw_dialogue,p_holm_dialogue,rank_biserial_dialogue,cohens_dz_dialogue,bootstrap_seed,note
headline_filtered_ab,valid_three_arm,headline_valid,primary,System A baseline,System B full streaming,left-right; positive means right is faster,498,99,4503.138226,1155.508301,3347.629925,3075.495056,3589.847962,74.339933,72.622127,75.758298,0.0,5.697221e-18,5.697221e-18,1.000000,2.075029,2857854054,locked 498-turn valid cohort after excluding seven externally contaminated executions
